parameter,(100)[0],(101)[0],(99)[0],(100)[1],(101)[1],(99)[1],(102)[0],(98)[0],(100)[2],(100)[3],(101)[2],(99)[2],(101)[3],(99)[3],(100)[4],(102)[1],(98)[1],(100)[5],(100)[6],(101)[4],(99)[4],(101)[5],(99)[5],(100)[7],(101)[6],(99)[6],(102)[2],(98)[2],(100)[8],(100)[9],(102)[3],(98)[3],(100)[10],(100)[11],(103)[0],(97)[0],(101)[7],(99)[7],(101)[8],(99)[8],(101)[9],(99)[9],(101)[10],(99)[10],(102)[4],(98)[4],(100)[12],(100)[13],(101)[11],(99)[11],(100)[14],(102)[5],(98)[5],(100)[15],(100)[16],(101)[12],(99)[12],(100)[17],(100)[18],(102)[6],(98)[6],(99)[13],(101)[13],(103)[1]
-0.019,0.573295586,0.167685903,0.167685903,0.050575261,0.011467687,0.011467687,0.003249796,0.003249796,0.003472023,0.003461912,0.001013082,0.001013082,0.00054281,0.00054281,0.000238565,0.000153901,0.000153901,0.000164247,0.000163779,6.99E-05,6.99E-05,4.79E-05,4.79E-05,2.11E-05,1.97E-05,1.97E-05,1.05E-05,1.05E-05,1.14E-05,1.12E-05,5.59E-06,5.59E-06,5.95E-06,5.94E-06,2.88E-06,2.88E-06,3.33E-06,3.33E-06,3.30E-06,3.30E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.27E-07,9.27E-07,1.01E-06,9.95E-07,5.81E-07,5.81E-07,5.39E-07,3.81E-07,3.81E-07,4.11E-07,4.08E-07,2.27E-07,2.27E-07,1.75E-07,1.75E-07,1.65E-07,1.65E-07,1.58E-07,1.58E-07,1.05E-07
-0.02,0.573409744,0.167621435,0.167621435,0.050607782,0.011464199,0.011464199,0.003241523,0.003241523,0.003475234,0.003464577,0.001013295,0.001013295,0.000542627,0.000542627,0.000238865,0.000153509,0.000153509,0.000164388,0.000163894,6.99E-05,6.99E-05,4.80E-05,4.80E-05,2.11E-05,1.97E-05,1.97E-05,1.05E-05,1.05E-05,1.14E-05,1.13E-05,5.57E-06,5.57E-06,5.96E-06,5.94E-06,2.86E-06,2.86E-06,3.33E-06,3.33E-06,3.30E-06,3.30E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.25E-07,9.25E-07,1.01E-06,9.97E-07,5.80E-07,5.80E-07,5.40E-07,3.80E-07,3.80E-07,4.12E-07,4.08E-07,2.27E-07,2.27E-07,1.75E-07,1.75E-07,1.64E-07,1.64E-07,1.58E-07,1.58E-07,1.04E-07
-0.022,0.573637839,0.167492548,0.167492548,0.050672844,0.011457212,0.011457212,0.003225039,0.003225039,0.003481655,0.003469905,0.00101372,0.00101372,0.000542261,0.000542261,0.000239465,0.000152727,0.000152727,0.000164669,0.000164125,7.00E-05,7.00E-05,4.80E-05,4.80E-05,2.12E-05,1.97E-05,1.97E-05,1.04E-05,1.04E-05,1.14E-05,1.13E-05,5.55E-06,5.55E-06,5.97E-06,5.95E-06,2.82E-06,2.82E-06,3.34E-06,3.34E-06,3.30E-06,3.30E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.21E-07,9.21E-07,1.01E-06,1.00E-06,5.80E-07,5.80E-07,5.42E-07,3.78E-07,3.78E-07,4.13E-07,4.09E-07,2.28E-07,2.28E-07,1.76E-07,1.75E-07,1.63E-07,1.63E-07,1.58E-07,1.58E-07,1.03E-07
-0.025,0.573979429,0.167299342,0.167299342,0.050770489,0.011446702,0.011446702,0.00320047,0.00320047,0.00349129,0.00347789,0.001014351,0.001014351,0.000541711,0.000541711,0.000240367,0.000151562,0.000151562,0.000165091,0.00016447,7.02E-05,7.02E-05,4.80E-05,4.80E-05,2.13E-05,1.97E-05,1.97E-05,1.03E-05,1.03E-05,1.15E-05,1.13E-05,5.50E-06,5.50E-06,5.98E-06,5.96E-06,2.77E-06,2.77E-06,3.35E-06,3.35E-06,3.31E-06,3.31E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.15E-07,9.15E-07,1.02E-06,1.00E-06,5.79E-07,5.79E-07,5.44E-07,3.74E-07,3.74E-07,4.15E-07,4.10E-07,2.28E-07,2.28E-07,1.76E-07,1.76E-07,1.62E-07,1.62E-07,1.59E-07,1.59E-07,1.01E-07
-0.026,0.574093146,0.167234973,0.167234972,0.05080305,0.01144319,0.01144319,0.003192322,0.003192322,0.003494502,0.003480549,0.001014559,0.001014559,0.000541527,0.000541527,0.000240668,0.000151175,0.000151175,0.000165231,0.000164585,7.02E-05,7.02E-05,4.80E-05,4.80E-05,2.14E-05,1.96E-05,1.96E-05,1.03E-05,1.03E-05,1.15E-05,1.13E-05,5.49E-06,5.49E-06,5.98E-06,5.97E-06,2.75E-06,2.75E-06,3.35E-06,3.35E-06,3.31E-06,3.31E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.13E-07,9.13E-07,1.02E-06,1.01E-06,5.79E-07,5.79E-07,5.45E-07,3.73E-07,3.73E-07,4.15E-07,4.10E-07,2.29E-07,2.29E-07,1.76E-07,1.76E-07,1.62E-07,1.62E-07,1.59E-07,1.59E-07,9.99E-08
-0.028,0.57432036,0.167106283,0.167106283,0.050868195,0.011436156,0.011436156,0.003176089,0.003176089,0.003500927,0.003485866,0.001014974,0.001014974,0.000541159,0.000541159,0.000241271,0.000150406,0.000150406,0.000165511,0.000164814,7.04E-05,7.04E-05,4.80E-05,4.80E-05,2.15E-05,1.96E-05,1.96E-05,1.02E-05,1.02E-05,1.15E-05,1.14E-05,5.46E-06,5.46E-06,5.99E-06,5.97E-06,2.71E-06,2.71E-06,3.36E-06,3.36E-06,3.31E-06,3.31E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.09E-07,9.09E-07,1.03E-06,1.01E-06,5.79E-07,5.78E-07,5.47E-07,3.71E-07,3.71E-07,4.16E-07,4.11E-07,2.29E-07,2.29E-07,1.76E-07,1.76E-07,1.61E-07,1.61E-07,1.59E-07,1.59E-07,9.86E-08
-0.03,0.574547283,0.166977658,0.166977658,0.050933367,0.011429106,0.011429106,0.003159938,0.003159938,0.003507354,0.003491178,0.001015386,0.001015386,0.00054079,0.00054079,0.000241874,0.00014964,0.00014964,0.000165791,0.000165043,7.05E-05,7.05E-05,4.80E-05,4.80E-05,2.15E-05,1.96E-05,1.96E-05,1.02E-05,1.02E-05,1.16E-05,1.14E-05,5.43E-06,5.43E-06,6.00E-06,5.98E-06,2.68E-06,2.68E-06,3.37E-06,3.37E-06,3.32E-06,3.32E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.05E-07,9.05E-07,1.03E-06,1.01E-06,5.78E-07,5.78E-07,5.49E-07,3.69E-07,3.69E-07,4.18E-07,4.12E-07,2.29E-07,2.29E-07,1.77E-07,1.76E-07,1.60E-07,1.60E-07,1.60E-07,1.60E-07,9.74E-08
-0.031,0.574660636,0.16691337,0.16691337,0.050965964,0.011425575,0.011425575,0.003151893,0.003151893,0.003510568,0.003493833,0.001015591,0.001015591,0.000540605,0.000540605,0.000242176,0.000149259,0.000149259,0.000165931,0.000165157,7.05E-05,7.05E-05,4.80E-05,4.80E-05,2.16E-05,1.96E-05,1.96E-05,1.01E-05,1.01E-05,1.16E-05,1.14E-05,5.42E-06,5.42E-06,6.01E-06,5.98E-06,2.66E-06,2.66E-06,3.37E-06,3.37E-06,3.32E-06,3.32E-06,3.27E-06,3.27E-06,1.74E-06,1.74E-06,9.03E-07,9.03E-07,1.03E-06,1.01E-06,5.78E-07,5.78E-07,5.49E-07,3.68E-07,3.68E-07,4.18E-07,4.12E-07,2.30E-07,2.30E-07,1.77E-07,1.76E-07,1.60E-07,1.60E-07,1.60E-07,1.60E-07,9.67E-08
-0.034,0.575000261,0.166720601,0.166720601,0.051063798,0.011414959,0.011414959,0.003127882,0.003127882,0.003520211,0.003501791,0.0010162,0.0010162,0.00054005,0.00054005,0.000243084,0.000148121,0.000148121,0.00016635,0.000165499,7.07E-05,7.07E-05,4.81E-05,4.81E-05,2.17E-05,1.96E-05,1.96E-05,1.01E-05,1.01E-05,1.16E-05,1.14E-05,5.38E-06,5.38E-06,6.02E-06,6.00E-06,2.61E-06,2.61E-06,3.38E-06,3.38E-06,3.32E-06,3.32E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.98E-07,8.98E-07,1.04E-06,1.02E-06,5.77E-07,5.77E-07,5.52E-07,3.66E-07,3.66E-07,4.20E-07,4.13E-07,2.30E-07,2.30E-07,1.77E-07,1.77E-07,1.59E-07,1.59E-07,1.60E-07,1.60E-07,9.48E-08
-0.038,0.575452089,0.1664638,0.1664638,0.051194346,0.011400751,0.011400751,0.003096151,0.003096151,0.003533074,0.003512388,0.001017002,0.001017002,0.000539308,0.000539308,0.000244296,0.000146617,0.000146617,0.000166908,0.000165953,7.09E-05,7.09E-05,4.81E-05,4.81E-05,2.19E-05,1.96E-05,1.96E-05,9.95E-06,9.95E-06,1.17E-05,1.15E-05,5.32E-06,5.32E-06,6.04E-06,6.01E-06,2.54E-06,2.54E-06,3.40E-06,3.40E-06,3.33E-06,3.33E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.90E-07,8.90E-07,1.05E-06,1.03E-06,5.76E-07,5.76E-07,5.56E-07,3.62E-07,3.62E-07,4.22E-07,4.15E-07,2.31E-07,2.31E-07,1.78E-07,1.77E-07,1.57E-07,1.57E-07,1.61E-07,1.61E-07,9.24E-08
-0.039,0.575564867,0.166399639,0.166399639,0.051227001,0.01139719,0.01139719,0.003088268,0.003088268,0.00353629,0.003515035,0.0010172,0.0010172,0.000539122,0.000539122,0.0002446,0.000146244,0.000146244,0.000167047,0.000166066,7.09E-05,7.09E-05,4.81E-05,4.81E-05,2.19E-05,1.96E-05,1.96E-05,9.93E-06,9.93E-06,1.17E-05,1.15E-05,5.31E-06,5.31E-06,6.04E-06,6.01E-06,2.52E-06,2.52E-06,3.40E-06,3.40E-06,3.33E-06,3.33E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.88E-07,8.88E-07,1.05E-06,1.03E-06,5.76E-07,5.76E-07,5.57E-07,3.61E-07,3.61E-07,4.23E-07,4.15E-07,2.31E-07,2.31E-07,1.78E-07,1.77E-07,1.57E-07,1.57E-07,1.61E-07,1.61E-07,9.18E-08
-0.04,0.575677575,0.166335494,0.166335494,0.051259664,0.011393625,0.011393625,0.003080406,0.003080406,0.003539507,0.00351768,0.001017398,0.001017398,0.000538936,0.000538936,0.000244904,0.000145871,0.000145871,0.000167186,0.000166179,7.10E-05,7.10E-05,4.81E-05,4.81E-05,2.19E-05,1.95E-05,1.95E-05,9.90E-06,9.90E-06,1.17E-05,1.15E-05,5.30E-06,5.30E-06,6.05E-06,6.02E-06,2.51E-06,2.51E-06,3.40E-06,3.40E-06,3.33E-06,3.33E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.86E-07,8.86E-07,1.05E-06,1.03E-06,5.76E-07,5.76E-07,5.57E-07,3.60E-07,3.60E-07,4.23E-07,4.16E-07,2.32E-07,2.32E-07,1.78E-07,1.77E-07,1.56E-07,1.56E-07,1.62E-07,1.62E-07,9.12E-08
-0.041,0.575790211,0.166271364,0.166271364,0.051292335,0.011390056,0.011390056,0.003072563,0.003072563,0.003542724,0.003520325,0.001017594,0.001017594,0.000538749,0.000538749,0.000245208,0.0001455,0.0001455,0.000167325,0.000166292,7.10E-05,7.10E-05,4.81E-05,4.81E-05,2.20E-05,1.95E-05,1.95E-05,9.87E-06,9.87E-06,1.18E-05,1.15E-05,5.28E-06,5.28E-06,6.05E-06,6.02E-06,2.49E-06,2.49E-06,3.41E-06,3.41E-06,3.33E-06,3.33E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.84E-07,8.84E-07,1.05E-06,1.03E-06,5.76E-07,5.76E-07,5.58E-07,3.59E-07,3.59E-07,4.24E-07,4.16E-07,2.32E-07,2.32E-07,1.78E-07,1.77E-07,1.56E-07,1.56E-07,1.62E-07,1.62E-07,9.06E-08
-0.043,0.576015271,0.166143152,0.166143152,0.051357699,0.011382907,0.011382907,0.003056938,0.003056938,0.003549159,0.003525612,0.001017986,0.001017986,0.000538376,0.000538376,0.000245816,0.00014476,0.00014476,0.000167603,0.000166517,7.11E-05,7.11E-05,4.81E-05,4.81E-05,2.21E-05,1.95E-05,1.95E-05,9.82E-06,9.82E-06,1.18E-05,1.15E-05,5.26E-06,5.26E-06,6.06E-06,6.03E-06,2.46E-06,2.46E-06,3.41E-06,3.41E-06,3.34E-06,3.34E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.80E-07,8.80E-07,1.06E-06,1.03E-06,5.75E-07,5.75E-07,5.60E-07,3.57E-07,3.57E-07,4.25E-07,4.17E-07,2.32E-07,2.32E-07,1.78E-07,1.77E-07,1.55E-07,1.55E-07,1.62E-07,1.62E-07,8.94E-08
-0.046,0.576352333,0.16595095,0.16595095,0.051455804,0.011372155,0.011372155,0.003033647,0.003033647,0.003558815,0.003533534,0.001018566,0.001018566,0.000537815,0.000537815,0.00024673,0.000143657,0.000143657,0.00016802,0.000166854,7.13E-05,7.13E-05,4.82E-05,4.82E-05,2.22E-05,1.95E-05,1.95E-05,9.74E-06,9.74E-06,1.18E-05,1.16E-05,5.22E-06,5.22E-06,6.07E-06,6.04E-06,2.41E-06,2.41E-06,3.42E-06,3.42E-06,3.34E-06,3.34E-06,3.28E-06,3.28E-06,1.74E-06,1.74E-06,8.74E-07,8.74E-07,1.07E-06,1.04E-06,5.74E-07,5.74E-07,5.63E-07,3.54E-07,3.54E-07,4.27E-07,4.18E-07,2.33E-07,2.33E-07,1.79E-07,1.78E-07,1.54E-07,1.54E-07,1.63E-07,1.63E-07,8.77E-08
-0.047,0.576464546,0.165886913,0.165886913,0.051488521,0.011368563,0.011368563,0.003025923,0.003025923,0.003562034,0.003536172,0.001018758,0.001018758,0.000537627,0.000537627,0.000247036,0.000143291,0.000143291,0.000168158,0.000166967,7.14E-05,7.14E-05,4.82E-05,4.82E-05,2.22E-05,1.95E-05,1.95E-05,9.71E-06,9.71E-06,1.19E-05,1.16E-05,5.20E-06,5.20E-06,6.08E-06,6.04E-06,2.39E-06,2.39E-06,3.43E-06,3.43E-06,3.34E-06,3.34E-06,3.28E-06,3.28E-06,1.75E-06,1.75E-06,8.73E-07,8.73E-07,1.07E-06,1.04E-06,5.74E-07,5.74E-07,5.64E-07,3.53E-07,3.53E-07,4.27E-07,4.18E-07,2.33E-07,2.33E-07,1.79E-07,1.78E-07,1.53E-07,1.53E-07,1.63E-07,1.63E-07,8.71E-08
-0.049,0.576688764,0.165758886,0.165758886,0.051553979,0.011361369,0.011361369,0.003010534,0.003010534,0.003568473,0.003541447,0.00101914,0.00101914,0.000537252,0.000537252,0.000247647,0.000142562,0.000142562,0.000168436,0.00016719,7.15E-05,7.15E-05,4.82E-05,4.82E-05,2.23E-05,1.95E-05,1.95E-05,9.66E-06,9.66E-06,1.19E-05,1.16E-05,5.18E-06,5.18E-06,6.09E-06,6.05E-06,2.36E-06,2.36E-06,3.43E-06,3.43E-06,3.35E-06,3.35E-06,3.28E-06,3.28E-06,1.75E-06,1.75E-06,8.69E-07,8.69E-07,1.07E-06,1.04E-06,5.74E-07,5.74E-07,5.66E-07,3.51E-07,3.51E-07,4.28E-07,4.19E-07,2.34E-07,2.34E-07,1.79E-07,1.78E-07,1.53E-07,1.53E-07,1.63E-07,1.63E-07,8.60E-08
-0.052,0.577024568,0.16556696,0.16556696,0.051652227,0.011350551,0.011350551,0.002987595,0.002987595,0.003578134,0.00354935,0.001019706,0.001019706,0.000536688,0.000536688,0.000248565,0.000141476,0.000141476,0.000168851,0.000167525,7.16E-05,7.16E-05,4.82E-05,4.82E-05,2.24E-05,1.95E-05,1.95E-05,9.58E-06,9.58E-06,1.20E-05,1.16E-05,5.14E-06,5.14E-06,6.10E-06,6.06E-06,2.32E-06,2.32E-06,3.45E-06,3.45E-06,3.35E-06,3.35E-06,3.28E-06,3.28E-06,1.75E-06,1.75E-06,8.63E-07,8.63E-07,1.08E-06,1.05E-06,5.73E-07,5.73E-07,5.68E-07,3.48E-07,3.48E-07,4.30E-07,4.20E-07,2.34E-07,2.34E-07,1.79E-07,1.78E-07,1.51E-07,1.51E-07,1.64E-07,1.64E-07,8.43E-08
-0.053,0.577136364,0.165503014,0.165503014,0.051684993,0.011346938,0.011346938,0.002979988,0.002979988,0.003581355,0.003551983,0.001019893,0.001019893,0.0005365,0.0005365,0.000248871,0.000141116,0.000141116,0.000168989,0.000167637,7.17E-05,7.17E-05,4.82E-05,4.82E-05,2.25E-05,1.94E-05,1.94E-05,9.56E-06,9.56E-06,1.20E-05,1.16E-05,5.13E-06,5.13E-06,6.11E-06,6.07E-06,2.30E-06,2.30E-06,3.45E-06,3.45E-06,3.35E-06,3.35E-06,3.28E-06,3.28E-06,1.75E-06,1.75E-06,8.61E-07,8.61E-07,1.08E-06,1.05E-06,5.73E-07,5.73E-07,5.69E-07,3.47E-07,3.47E-07,4.31E-07,4.21E-07,2.34E-07,2.34E-07,1.80E-07,1.78E-07,1.51E-07,1.51E-07,1.64E-07,1.64E-07,8.38E-08
-0.054,0.577248091,0.165439084,0.165439084,0.051717767,0.011343321,0.01134332,0.002972399,0.002972399,0.003584577,0.003554614,0.001020079,0.001020079,0.000536311,0.000536311,0.000249178,0.000140757,0.000140757,0.000169127,0.000167748,7.17E-05,7.17E-05,4.82E-05,4.82E-05,2.25E-05,1.94E-05,1.94E-05,9.53E-06,9.53E-06,1.20E-05,1.16E-05,5.11E-06,5.11E-06,6.11E-06,6.07E-06,2.29E-06,2.29E-06,3.45E-06,3.45E-06,3.36E-06,3.36E-06,3.28E-06,3.28E-06,1.75E-06,1.75E-06,8.59E-07,8.59E-07,1.08E-06,1.05E-06,5.73E-07,5.73E-07,5.70E-07,3.46E-07,3.46E-07,4.31E-07,4.21E-07,2.35E-07,2.35E-07,1.80E-07,1.79E-07,1.51E-07,1.51E-07,1.64E-07,1.64E-07,8.32E-08
