parameter,(128)[0],(129)[0],(127)[0],(130)[0],(126)[0],(127)[1],(129)[1],(128)[1],(128)[2],(126)[1],(130)[1],(127)[2],(129)[2],(128)[3],(131)[0],(125)[0],(128)[4],(130)[2],(126)[2],(127)[3],(129)[3],(127)[4],(129)[4],(126)[3],(130)[3],(128)[5],(128)[6],(127)[5],(129)[5],(125)[1],(131)[1],(128)[7],(128)[8],(126)[4],(130)[4],(127)[6],(129)[6],(127)[7],(129)[7],(126)[5],(130)[5],(129)[8],(127)[8],(128)[9],(131)[2],(125)[2],(128)[10],(125)[3],(131)[3],(129)[9],(127)[9],(124)[0],(132)[0],(128)[11],(128)[12],(126)[6],(130)[6],(129)[10],(127)[10],(127)[11],(129)[11],(130)[7],(126)[7],(127)[12]
4.08,0.646678624466624,0.160228347541019,0.160228347541699,0.007314008312548,0.007314008314408,0.006181305509204,0.006181305506809,0.003572709964898,0.000661350744889,0.000327648284928,0.000327648282508,0.000269735807003,0.000269735802972,0.000127854407347,6.83892603087465E-05,6.83892607808334E-05,3.14472210776594E-05,1.50784000709757E-05,1.50784014773007E-05,1.84898330782039E-05,1.84898329994269E-05,1.11322146754197E-05,1.11322113394506E-05,1.18262205736381E-05,1.18262206283537E-05,6.42015426144344E-06,4.32362784773194E-06,4.5124266193946E-06,4.51242664489318E-06,3.1797859213875E-06,3.1797857112675E-06,1.4027324386596E-06,1.08787883705866E-06,6.4865216553432E-07,6.48651907953176E-07,7.62941278992175E-07,7.62941223816953E-07,4.11471327172943E-07,4.11470705390169E-07,4.85823129112731E-07,4.85823118092621E-07,3.28285423029852E-07,3.28285418943782E-07,2.48848429284291E-07,1.43405598950845E-07,1.43405580863167E-07,1.44378310856501E-07,1.40059844173273E-07,1.40059866409915E-07,1.68519649002319E-07,1.68519608799703E-07,1.34529380265417E-07,1.34529366691762E-07,5.98873210507097E-08,4.37242532588026E-08,3.05782919561373E-08,3.05783031381086E-08,3.42848719409186E-08,3.42848601784326E-08,3.02250715279114E-08,3.02250893184279E-08,2.46731864257281E-08,2.46730613049335E-08,1.49749676952617E-08
4.07,0.644046935488418,0.161129015140461,0.161129015150648,0.007492138541088,0.007492138544179,0.006317480150346,0.006317480147288,0.003685282550479,0.000682892932235,0.000340431749078,0.00034043174665,0.000279311756689,0.000279311752457,0.000133911784924,7.19369014303408E-05,7.19369019517721E-05,3.28400869401114E-05,1.5818593703166E-05,1.58185951750641E-05,1.96218094872683E-05,1.96218094037474E-05,1.16167285106581E-05,1.1616724742875E-05,1.2507523147966E-05,1.25075231927219E-05,6.80242695761621E-06,4.58314119591884E-06,4.81058051784818E-06,4.8105805478087E-06,3.38650448434291E-06,3.38650425353187E-06,1.47589734769252E-06,1.15283342423773E-06,6.84060461953815E-07,6.8406017033386E-07,8.17199429480747E-07,8.17199375196829E-07,4.30681340603947E-07,4.30680641204326E-07,5.19106686062422E-07,5.19106653018525E-07,3.51467841577013E-07,3.51467837921476E-07,2.65318082120532E-07,1.53929173766421E-07,1.53929158646716E-07,1.53963246376653E-07,1.51249309631986E-07,1.51249347194319E-07,1.81909091895852E-07,1.81909051214522E-07,1.46417686198735E-07,1.4641767801541E-07,6.34573460831328E-08,4.6283824198261E-08,3.34487300970259E-08,3.34487450727627E-08,3.7196122711954E-08,3.71961109994648E-08,3.25704679725838E-08,3.2570492647119E-08,2.61095413101598E-08,2.6109393682416E-08,1.60755270702823E-08
4.06,0.641386055853374,0.162033183667304,0.162033183678281,0.007675117455226,0.007675117457964,0.006456446581802,0.006456446580731,0.003801545856509,0.000705108851471,0.000353688493736,0.000353688491343,0.000289127167341,0.000289127162911,0.000140228387882,7.56776737067592E-05,7.56776742582997E-05,3.42797487429203E-05,1.65871816305438E-05,1.65871832981771E-05,2.08243264024188E-05,2.08243262940491E-05,1.2111694743449E-05,1.21116904053813E-05,1.32265767209583E-05,1.32265767607846E-05,7.20493199295811E-06,4.85543811907762E-06,5.12768057682049E-06,5.12768060829317E-06,3.60609281727058E-06,3.60609255700971E-06,1.55180762996905E-06,1.22074689737304E-06,7.20814475958315E-07,7.20814116223934E-07,8.75094016267403E-07,8.75093964031404E-07,4.50203036336834E-07,4.50202227377701E-07,5.54277715899235E-07,5.54277650538687E-07,3.76105392691371E-07,3.76105387386025E-07,2.82670645426216E-07,1.65286730735732E-07,1.65286730505184E-07,1.64003812117038E-07,1.63123406869168E-07,1.63123459900038E-07,1.962594847115E-07,1.96259447833433E-07,1.59371880689005E-07,1.5937187147922E-07,6.7192575915997E-08,4.89147470539901E-08,3.65849654909003E-08,3.65849830309555E-08,4.03393871230575E-08,4.03393758198208E-08,3.50690548069105E-08,3.50690803242479E-08,2.76174156274878E-08,2.76172588065166E-08,1.72558971170734E-08
4.05,0.638696229097556,0.162940624793571,0.162940624809731,0.007863039018823,0.007863039021673,0.006598160708613,0.006598160708783,0.003921579511127,0.000728001725675,0.000367425478456,0.000367425475823,0.000299172155718,0.00029917215018,0.000146808936993,7.96211370014857E-05,7.9621137593318E-05,3.57653395874233E-05,1.73841060408044E-05,1.73841079477534E-05,2.21011884914045E-05,2.21011883789082E-05,1.2616161509761E-05,1.26161562827465E-05,1.39848205337527E-05,1.39848205501065E-05,7.62830279036192E-06,5.14067926227717E-06,5.46464951780925E-06,5.46464955414915E-06,3.83916728554452E-06,3.83916700807754E-06,1.63048246804328E-06,1.29156837070622E-06,7.58928740313665E-07,7.58928305527429E-07,9.36807119689328E-07,9.36807083088686E-07,4.70004256635775E-07,4.70003318551649E-07,5.91360926784347E-07,5.91360813369302E-07,4.02240907150928E-07,4.02240902860619E-07,3.00928514546067E-07,1.77776324110949E-07,1.77776334653454E-07,1.74498663443865E-07,1.75461917806029E-07,1.75461992321784E-07,2.11619262084844E-07,2.11619235135371E-07,1.73482495883067E-07,1.73482489255381E-07,7.10954043031041E-08,5.16101658062991E-08,4.00090554665446E-08,4.00090785295616E-08,4.37285533107658E-08,4.37285426452214E-08,3.77269915219718E-08,3.77270284934574E-08,2.92196493062066E-08,2.92194531179464E-08,1.85153165035742E-08
4.04,0.635977787339603,0.163851093406112,0.16385109342131,0.008055991763059,0.008055991764699,0.006742564204972,0.006742564209332,0.004045457886492,0.000751572019625,0.000381648283216,0.000381648280478,0.000309434973663,0.000309434966675,0.000153657393592,8.37770783621716E-05,8.3777078978186E-05,3.72956779703817E-05,1.82091976624421E-05,1.82092001137178E-05,2.34562801548482E-05,2.34562800120349E-05,1.31290855265015E-05,1.31290790070795E-05,1.47836259692267E-05,1.47836259603963E-05,8.07313742616977E-06,5.43896581636927E-06,5.82240484393274E-06,5.82240487825369E-06,4.08634586692078E-06,4.08634553064344E-06,1.71194466752325E-06,1.36521074154412E-06,7.98425298945008E-07,7.98424714727672E-07,1.0025207216714E-06,1.00252070231818E-06,4.90063537713755E-07,4.9006240981834E-07,6.30362935747336E-07,6.30362749707271E-07,4.29901175730664E-07,4.29901175783892E-07,3.20111741860385E-07,1.91573303697327E-07,1.91573316814755E-07,1.8544395861481E-07,1.88167348207029E-07,1.88167415073803E-07,2.28036168964646E-07,2.28036155747329E-07,1.88846308588614E-07,1.88846300667938E-07,7.51671952865435E-08,5.43627219174716E-08,4.3744336779375E-08,4.37443641329068E-08,4.73775260082418E-08,4.73775159514575E-08,4.05502862025947E-08,4.05503278044641E-08,3.10101590361682E-08,3.10099608872329E-08,1.98537230854559E-08
4.03,0.633231157727195,0.164764327148204,0.164764327155807,0.008254057826407,0.008254057825613,0.006889583599128,0.006889583608948,0.004173249158535,0.000775817152048,0.00039636096263,0.000396360959941,0.000319901993196,0.000319901984606,0.000160776876227,8.81554793330078E-05,8.81554799360985E-05,3.88692570545594E-05,1.90621819237302E-05,1.90621849457108E-05,2.48935477707721E-05,2.48935476016984E-05,1.36493401362203E-05,1.36493321741638E-05,1.56242713466931E-05,1.56242713176105E-05,8.53999048584804E-06,5.75033544493445E-06,6.20185053420593E-06,6.20185057195148E-06,4.34824476808482E-06,4.34824437678506E-06,1.79622287327024E-06,1.44154709520719E-06,8.39338090904136E-07,8.39337334230779E-07,1.07241564890256E-06,1.0724156574015E-06,5.10386477757784E-07,5.10385133473378E-07,6.71267569444873E-07,6.71267290758735E-07,4.59080352534776E-07,4.59080365819037E-07,3.40237742286691E-07,2.06581872357688E-07,2.06581885103943E-07,1.96833551145138E-07,2.01412927314528E-07,2.01412980382911E-07,2.45556871882505E-07,2.45556876426722E-07,2.05566504664622E-07,2.05566495730643E-07,7.94082801895073E-08,5.71647826966396E-08,4.78154019437126E-08,4.781543456634E-08,5.13001159547036E-08,5.13001077779325E-08,4.35448067225278E-08,4.35448544588438E-08,3.31992505716858E-08,3.3199142066663E-08,2.12714042397914E-08
4.02,0.630456868682759,0.165680046053963,0.165680046063182,0.008457311951408,0.008457311949265,0.00703912942286,0.007039129437,0.004305014320407,0.000800731210763,0.000411565904588,0.000411565901862,0.000330557715012,0.000330557704457,0.000168169579573,9.27664776343208E-05,9.27664782434593E-05,4.04842366317585E-05,1.9942688400119E-05,1.9942692111326E-05,2.6416979174155E-05,2.64169789883435E-05,1.41757248128431E-05,1.41757149371459E-05,1.65079121338492E-05,1.65079120581363E-05,9.02936392477582E-06,6.07475883830498E-06,6.60386773842659E-06,6.60386777655983E-06,4.6254747215519E-06,4.62547426217669E-06,1.88335281759936E-06,1.52040777905485E-06,8.81718082793125E-07,8.8171708079863E-07,1.1466703562934E-06,1.14667041998745E-06,5.31051635450349E-07,5.31049997394211E-07,7.14030083735716E-07,7.14029659338036E-07,4.89693479799549E-07,4.89693530987313E-07,3.61320793258561E-07,2.22751849495008E-07,2.2275186596431E-07,2.08658992471673E-07,2.15325267629852E-07,2.15325297258304E-07,2.64226393793517E-07,2.64226430591649E-07,2.23752804474811E-07,2.2375279440451E-07,8.38177258296767E-08,6.00085156418204E-08,5.22480582856936E-08,5.2248097540906E-08,5.55099060710439E-08,5.55099033742414E-08,4.6716210832932E-08,4.67162833901651E-08,3.57125849285395E-08,3.57125463487889E-08,2.2768711337088E-08
4.01,0.627655555684018,0.166597952290395,0.166597952296088,0.008665820457135,0.008665820453527,0.007191095495171,0.007191095512405,0.004440806174572,0.00082630468404,0.000427263701125,0.000427263698384,0.00034138480977,0.000341384798254,0.000175836699026,9.7620323814852E-05,9.76203244387918E-05,4.21384404713204E-05,2.08502683002043E-05,2.08502723993471E-05,2.80305804216068E-05,2.80305802254554E-05,1.47069744799464E-05,1.4706963417452E-05,1.74355455711599E-05,1.74355454696079E-05,9.54169735078952E-06,6.41213556546354E-06,7.02930476026973E-06,7.02930480778366E-06,4.91863713345562E-06,4.91863663370009E-06,1.97337764002238E-06,1.60157892973418E-06,9.25639284437279E-07,9.25638166777773E-07,1.2254593860352E-06,1.22545950111551E-06,5.52370236871579E-07,5.52368505581235E-07,7.58570447677146E-07,7.58569909221881E-07,5.21416102730265E-07,5.21416243641227E-07,3.83371595035404E-07,2.40099338208648E-07,2.40099356438214E-07,2.20909169850685E-07,2.29963110842831E-07,2.29963143012254E-07,2.84087614298822E-07,2.84087670218942E-07,2.43521541488224E-07,2.4352153118004E-07,8.83932370331913E-08,6.28860200433655E-08,5.70692627687365E-08,5.70693095365588E-08,6.00201117905363E-08,6.00201210241948E-08,5.00698377726814E-08,5.00699346272974E-08,3.84291260224576E-08,3.84291160306265E-08,2.43458672104504E-08
4,0.624827966480956,0.16751772995714,0.167517729953425,0.008879640189342,0.008879640185748,0.007345358354282,0.007345358369381,0.004580668310578,0.000852524211146,0.000443453034352,0.00044345303054,0.000352364194931,0.000352364181985,0.000183778368224,0.000102727332623,0.000102727333395,4.38293590920158E-05,2.17844187503131E-05,2.17844231409365E-05,2.97383507143094E-05,2.97383504979325E-05,1.52417733185889E-05,1.52417619836654E-05,1.84079679836621E-05,1.84079678086798E-05,1.00773578225949E-05,6.76229616848913E-06,7.47896639367614E-06,7.47896641555921E-06,5.22832012477399E-06,5.22831954714147E-06,2.06634695250636E-06,1.68480301792977E-06,9.71204018151367E-07,9.71202899984534E-07,1.30895267604542E-06,1.30895280732145E-06,5.75529007982468E-07,5.75527626312912E-07,8.04766504059306E-07,8.04765837766275E-07,5.53040415909096E-07,5.53040734098516E-07,4.06396847143083E-07,2.58663398438798E-07,2.58663442737086E-07,2.33572709624538E-07,2.45359828179645E-07,2.45359866575762E-07,3.05180454824409E-07,3.05180545924769E-07,2.64995700905546E-07,2.64995681741873E-07,9.3131135559509E-08,6.57892758707504E-08,6.23070663916339E-08,6.23071127671519E-08,6.48434648332848E-08,6.48435320808394E-08,5.36111883050589E-08,5.36113022520778E-08,4.13216361443153E-08,4.1321684235154E-08,2.60029522082617E-08
3.99,0.621974965879156,0.168439044995018,0.168439044987532,0.009098817449818,0.009098817443957,0.007501776788246,0.007501776809,0.0047246340594,0.000879372344551,0.000460130571092,0.000460130567482,0.000363475121419,0.000363475107555,0.000191993601378,0.000108097828899,0.00010809782966,4.55541513307218E-05,2.27446255725002E-05,2.27446304690313E-05,3.15442543481939E-05,3.15442541045422E-05,1.57787703327867E-05,1.5778757401222E-05,1.94257206895283E-05,1.94257205127862E-05,1.06366279319267E-05,7.12499959573584E-06,7.95360245481415E-06,7.95360249477869E-06,5.55509498130091E-06,5.55509434972593E-06,2.16231229060825E-06,1.76978228263758E-06,1.01855634125708E-06,1.01855510179272E-06,1.39731334047452E-06,1.39731348668798E-06,6.03848331201176E-07,6.03847451195254E-07,8.52447019922721E-07,8.52446193036248E-07,5.81220281881109E-07,5.81221469728801E-07,4.30398939037891E-07,2.78490014620073E-07,2.78490065484153E-07,2.46632027213724E-07,2.61539841514176E-07,2.61539884651553E-07,3.27542181207333E-07,3.27542284330548E-07,2.88304855817914E-07,2.88304834029828E-07,9.80260621167084E-08,6.87109435489602E-08,6.79904666662147E-08,6.7990517337476E-08,6.99919952893726E-08,6.99920763915928E-08,5.73442883615002E-08,5.73444070782646E-08,4.4384717878982E-08,4.43847724709804E-08,2.77395344064609E-08
3.98,0.619097539139778,0.169361545291531,0.169361545288109,0.009323386980153,0.009323386974351,0.00766019173569,0.007660191756861,0.004872725514575,0.000906827379295,0.000477290898053,0.000477290893709,0.000374695329842,0.000374695313097,0.000200480246393,0.000113742089816,0.000113742090661,4.73096627789093E-05,2.37304116960698E-05,2.37304173056596E-05,3.34521905753656E-05,3.34521902992768E-05,1.63165850275735E-05,1.63165701977779E-05,2.04890215983774E-05,2.04890213400716E-05,1.12196957136599E-05,7.49993581821938E-06,8.45389626610562E-06,8.45389631719695E-06,5.89951147015903E-06,5.89951076068377E-06,2.26132233530829E-06,1.85618422995765E-06,1.06787440479806E-06,1.06787306220333E-06,1.49069711640737E-06,1.49069726293082E-06,6.38692132560473E-07,6.38691721630802E-07,9.01388105953682E-07,9.01387062307096E-07,6.04555848503914E-07,6.04557880686872E-07,4.55375284113583E-07,2.99626485767345E-07,2.99626544166973E-07,2.60071910385791E-07,2.78521967882762E-07,2.78522015311262E-07,3.51205435939401E-07,3.51205554681224E-07,3.13585116050782E-07,3.13585090887942E-07,1.03071274916428E-07,7.16434149018847E-08,7.41493493338007E-08,7.41494037641579E-08,7.54769694085363E-08,7.54770691368637E-08,6.12738548960448E-08,6.12739837182819E-08,4.76164303275599E-08,4.76164950992512E-08,2.95549213091581E-08
3.97,0.616196794971976,0.170284860834287,0.170284860825429,0.009553370933688,0.009553370926078,0.007820426222471,0.007820426247368,0.005024952536037,0.000934863190254,0.000494926461195,0.000494926456665,0.000386001202633,0.000386001184065,0.000209234955498,0.000119670282255,0.000119670283117,4.90924394523221E-05,2.47414239252957E-05,2.4741430063072E-05,3.54659620307247E-05,3.54659616949844E-05,1.68538275518932E-05,1.68538111328629E-05,2.15976722950199E-05,2.15976719750989E-05,1.18266426854133E-05,7.88672835203481E-06,8.98045268864356E-06,8.98045276200721E-06,6.26209458574883E-06,6.26209382283734E-06,2.36341412519297E-06,1.94365110198934E-06,1.1193758544467E-06,1.11937448234011E-06,1.58925054051214E-06,1.58925068114469E-06,6.77435821553286E-07,6.77435610805723E-07,9.51315235916513E-07,9.51313956021381E-07,6.25628061483114E-07,6.2563058558313E-07,4.81318124316879E-07,3.22119105369821E-07,3.22119167862624E-07,2.73874273561182E-07,2.96322234472002E-07,2.96322296061293E-07,3.76198592490213E-07,3.76198725076975E-07,3.409789492108E-07,3.40978921509771E-07,1.08258596189079E-07,7.45795046259607E-08,8.08143123230781E-08,8.08143708385713E-08,8.13086841611945E-08,8.13088077551024E-08,6.54038621236789E-08,6.54040011170691E-08,5.10156354583026E-08,5.10157109716771E-08,3.14479773568556E-08
3.96,0.613273967147274,0.171208604044289,0.171208604016937,0.009788777910103,0.009788777897715,0.007982285644335,0.007982285678779,0.005181311832403,0.000963449131655,0.000513027542042,0.000513027538394,0.000397367960846,0.000397367942678,0.000218253165927,0.000125892396599,0.00012589239736,5.08987498768818E-05,2.57775510433268E-05,2.57775573813845E-05,3.75892413133866E-05,3.75892408843348E-05,1.73891116287187E-05,1.73890940692792E-05,2.27509291914001E-05,2.27509288597372E-05,1.24574329283502E-05,8.28493813279477E-06,9.53378610733686E-06,9.53378621746081E-06,6.64334070170131E-06,6.64333992414761E-06,2.46860281139962E-06,2.0318111860442E-06,1.17330427111383E-06,1.17330294872802E-06,1.69310966772141E-06,1.69310979991705E-06,7.18690203849761E-07,7.1869008561719E-07,1.0019149577609E-06,1.00191342633055E-06,6.45773403571699E-07,6.45776263093078E-07,5.08214189017338E-07,3.46011831229012E-07,3.46011894359165E-07,2.88019560472005E-07,3.14954296904222E-07,3.14954385989506E-07,4.02544883902916E-07,4.02545027367334E-07,3.70634956194499E-07,3.70634926967934E-07,1.1357849520849E-07,7.75124042090674E-08,8.80165126276823E-08,8.80165759207146E-08,8.74963374276314E-08,8.74964886972191E-08,6.97377764652526E-08,6.97379265378029E-08,5.45807110585389E-08,5.45807976237508E-08,3.34171370375885E-08
3.95,0.610330415013882,0.172132370246219,0.172132370211398,0.010029602050602,0.010029602034905,0.008145558277073,0.008145558320377,0.005341786106497,0.000992549986536,0.000531582260097,0.000531582257723,0.000408769881795,0.000408769865226,0.000227529096855,0.000132418177747,0.000132418178401,5.2724611117472E-05,2.68391035750273E-05,2.68391097444767E-05,3.98255365878064E-05,3.98255360690374E-05,1.79210676298672E-05,1.79210495038769E-05,2.39473175964103E-05,2.39473172575744E-05,1.31119026888427E-05,8.69406850821697E-06,1.01143085595086E-05,1.01143087205325E-05,7.04371408113345E-06,7.04371333375255E-06,2.57687047612881E-06,2.12029128932875E-06,1.22990594530396E-06,1.22990480306556E-06,1.8023987344165E-06,1.80239886908656E-06,7.62017453076159E-07,7.62017383356588E-07,1.05285798930212E-06,1.0528562193288E-06,6.65367870873796E-07,6.6537088001359E-07,5.36044376974876E-07,3.71345385243481E-07,3.71345443291829E-07,3.02487022229156E-07,3.34429737163982E-07,3.34429877280502E-07,4.30261788031544E-07,4.30261930866457E-07,4.02707568556147E-07,4.02707538669037E-07,1.19020098520383E-07,8.04356806268155E-08,9.57874863778213E-08,9.57875560417099E-08,9.40478934403617E-08,9.40480749225411E-08,7.42785343959524E-08,7.42787033186063E-08,5.83091619058763E-08,5.83092553104077E-08,3.54603545685589E-08
3.94,0.607367622443012,0.173055738339101,0.173055738320647,0.010275822242968,0.010275822229698,0.008310016093722,0.008310016146383,0.005506343322027,0.00102212598867,0.000550576611256,0.000550576606779,0.000420180549085,0.000420180537955,0.00023705577125,0.000139257054704,0.000139257056175,5.45658271310193E-05,2.79270818499537E-05,2.7927089323593E-05,4.21781583935783E-05,4.21781573658804E-05,1.84483573623314E-05,1.84483398769438E-05,2.51843591202889E-05,2.51843585885685E-05,1.37897520816416E-05,9.11357163466537E-06,1.07223187775022E-05,1.0722318663867E-05,7.46364337847963E-06,7.46364222514783E-06,2.68815961047642E-06,2.20872908561688E-06,1.28939594278798E-06,1.28939433537172E-06,1.91722937224774E-06,1.91722926531541E-06,8.07241113747504E-07,8.07241042116119E-07,1.10383152620133E-06,1.10382944201318E-06,6.8451625156206E-07,6.84519539573872E-07,5.64784195001258E-07,3.98156339801301E-07,3.98156428305627E-07,3.17254709506257E-07,3.54757690191967E-07,3.54757736274359E-07,4.5935998196955E-07,4.5936038075631E-07,4.37356647457284E-07,4.37356620644896E-07,1.24572447890098E-07,8.33430243827937E-08,1.04158979094387E-07,1.0415905238316E-07,1.00970064902501E-07,1.00970272851591E-07,7.90285269437405E-08,7.90287063130864E-08,6.21972329128434E-08,6.21974420535858E-08,3.75755637369491E-08
3.93,0.604387196264536,0.173978271611244,0.173978271616782,0.010527401367142,0.010527401352597,0.008475415673268,0.008475415733356,0.005674935976187,0.001052132852564,0.000569994502307,0.000569994504711,0.000431573066478,0.000431573064863,0.000246825024737,0.000146418068204,0.000146418068825,5.6417995854258E-05,2.90435905993233E-05,2.90435946086553E-05,4.46501810704736E-05,4.46501811817254E-05,1.89696864347212E-05,1.89696720915247E-05,2.64581640735527E-05,2.64581645129755E-05,1.44905348609815E-05,9.54286016777208E-06,1.13579890571745E-05,1.13579894129139E-05,7.90351928023393E-06,7.90351899352778E-06,2.80235168412305E-06,2.29678319314384E-06,1.35193482074989E-06,1.35193459172735E-06,2.03769968158658E-06,2.03770099875966E-06,8.54255071806128E-07,8.54255189110607E-07,1.15456994378491E-06,1.15456839306372E-06,7.03245893934368E-07,7.0324803868217E-07,5.9440195831244E-07,4.26477382917984E-07,4.26477231384432E-07,3.32299961584031E-07,3.75946978290813E-07,3.75947320065308E-07,4.89844385228021E-07,4.89844446534926E-07,4.74747112983473E-07,4.74747123618285E-07,1.30219699262255E-07,8.62296973799568E-08,1.13162967588634E-07,1.13163377655E-07,1.08268487072438E-07,1.0826828395746E-07,8.39894569872068E-08,8.39901901637246E-08,6.62407630218279E-08,6.62406498009289E-08,3.9758551376555E-08
3.92,0.601390861732149,0.174899518794192,0.1748995187469,0.01078428577737,0.010784285753855,0.008641499709685,0.00864149978249,0.005847500670717,0.001082521971008,0.000589817885237,0.000589817892866,0.000442920380147,0.00044292039185,0.000256827549592,0.00015390979904,0.000153909798868,5.82765914635355E-05,3.01923878912508E-05,3.01923863157591E-05,4.72444098168696E-05,4.72444093941884E-05,1.94838177122379E-05,1.94838137843382E-05,2.77628742965524E-05,2.77628752623403E-05,1.52136554530427E-05,9.98129921040966E-06,1.20213591878057E-05,1.20213597831597E-05,8.36369190141587E-06,8.36369251922404E-06,2.91928815738652E-06,2.38414099881224E-06,1.41759512367702E-06,1.41759761904228E-06,2.16389111880332E-06,2.16389180715182E-06,9.0297573525539E-07,9.02975713400032E-07,1.20487837071333E-06,1.20487831122805E-06,7.21552822316169E-07,7.21548467911556E-07,6.24861235173545E-07,4.5633558947974E-07,4.56335233589424E-07,3.47602378584543E-07,3.98003096482424E-07,3.98004038253801E-07,5.21710917678977E-07,5.21710551725288E-07,5.1504838522698E-07,5.15048413492981E-07,1.3595090102887E-07,8.90902551638242E-08,1.22830802124483E-07,1.22830973240619E-07,1.1594595869751E-07,1.15945945028785E-07,8.91635882180486E-08,8.91641396624214E-08,7.04337260291597E-08,7.04331782685694E-08,4.20072490778584E-08
3.91,0.598380458158468,0.17581901501538,0.17581901502923,0.011046404789719,0.011046404782989,0.008807998465909,0.008807998516288,0.006023957650223,0.001113240566056,0.000610026854509,0.000610026849612,0.000454195516285,0.000454195505837,0.00026705293192,0.00016174029644,0.000161740298751,6.01369568103773E-05,3.13795849708335E-05,3.13795905861415E-05,4.99633409035721E-05,4.99633404454689E-05,1.99896012420958E-05,1.99895813312509E-05,2.90899664013737E-05,2.9089964830868E-05,1.59583617876723E-05,1.04282134097387E-05,1.27123231232316E-05,1.27123231168703E-05,8.84446888477484E-06,8.84446773445119E-06,3.03874429323658E-06,2.47052213399013E-06,1.48637238089961E-06,1.48637093003295E-06,2.29586337025143E-06,2.29586389320919E-06,9.53317719495476E-07,9.53317576485519E-07,1.25463882431796E-06,1.25463513910402E-06,7.39419739412047E-07,7.39427822423338E-07,6.56117421284754E-07,4.87752449992592E-07,4.87752689409277E-07,3.63136747565879E-07,4.20931327514003E-07,4.20931525233299E-07,5.54946155779606E-07,5.54946634928956E-07,5.58433783325288E-07,5.58433718634025E-07,1.41749733768283E-07,9.19229831616577E-08,1.33192740591919E-07,1.33192898987859E-07,1.24004339432528E-07,1.24004442211154E-07,9.45501280614145E-08,9.45502675966934E-08,7.47687758982645E-08,7.47694536870248E-08,4.43168692282607E-08
3.9,0.595357931708783,0.17673628347128,0.176736283497874,0.01131367047748,0.011313670468923,0.008974631616216,0.008974631679166,0.006204210682881,0.001144232005073,0.000630599776539,0.000630599775458,0.000465371829208,0.000465371824985,0.000277489795696,0.000169917016625,0.000169917018617,6.1994380372077E-05,3.26141919735143E-05,3.26141957620728E-05,5.2809145650324E-05,5.28091451150553E-05,2.04859255345556E-05,2.04859069927167E-05,3.04277400811318E-05,3.04277383822017E-05,1.6723748302071E-05,1.08829234303158E-05,1.34306223061206E-05,1.34306224338103E-05,9.34610918563911E-06,9.34610833653816E-06,3.16044874342255E-06,2.5556775535836E-06,1.55817770490455E-06,1.5581767080054E-06,2.43366635436743E-06,2.43366695469039E-06,1.00519099812407E-06,1.00519087664764E-06,1.30378519409745E-06,1.30378149588412E-06,7.56847580640862E-07,7.5685527272134E-07,6.88122089069897E-07,5.20744406941849E-07,5.20744600875207E-07,3.78881152305694E-07,4.44732808248436E-07,4.44733166716984E-07,5.89527822079239E-07,5.89528239296044E-07,6.05079741087721E-07,6.05079678926885E-07,1.47600884789861E-07,9.47250525191032E-08,1.44279340898172E-07,1.44279517874915E-07,1.32444271230874E-07,1.32444391707731E-07,1.00149136380605E-07,1.00149293424097E-07,7.92390957934821E-08,7.92397273859023E-08,4.6683025817867E-08
3.89,0.592325327632907,0.177650836644153,0.177650836731617,0.011585977486289,0.011585977491524,0.009141110368573,0.009141110417486,0.006388146970222,0.001175436119974,0.000651513512096,0.000651513504289,0.000476423348704,0.000476423330289,0.000288125823645,0.000178446748206,0.00017844675155,6.38441256342145E-05,3.39076054458696E-05,3.39076143217911E-05,5.57836285931995E-05,5.57836278013471E-05,2.09718087435435E-05,2.0971772470199E-05,3.17618109087564E-05,3.17618063397026E-05,1.75087544292381E-05,1.13447259948702E-05,1.41758399858731E-05,1.4175839651145E-05,9.86882922475987E-06,9.86882706227261E-06,3.28408602431394E-06,2.63938893940881E-06,1.63288022381511E-06,1.63287572900098E-06,2.5773295787262E-06,2.57732983407015E-06,1.05849680707839E-06,1.05849667683311E-06,1.35230195537337E-06,1.35229386912887E-06,7.73813335301E-07,7.73834870785867E-07,7.20820602665429E-07,5.55320763682963E-07,5.55321430488397E-07,3.94812864205655E-07,4.694091029695E-07,4.69408769386285E-07,6.25418689685262E-07,6.25419873860015E-07,6.55165431041993E-07,6.55165309675571E-07,1.5348891229568E-07,9.74954940205738E-08,1.56119809315606E-07,1.5611998591855E-07,1.4126427721138E-07,1.41264517111284E-07,1.05960293294652E-07,1.0596015304031E-07,8.38345083520649E-08,8.3836051768518E-08,4.91010442835071E-08
