parameter,(50)[0],(51)[0],(49)[0],(52)[0],(48)[0],(51)[1],(49)[1],(50)[1],(50)[2],(52)[1],(48)[1],(51)[2],(49)[2],(50)[3],(53)[0],(47)[0],(50)[4],(52)[2],(48)[2],(49)[3],(51)[3],(49)[4],(51)[4],(52)[3],(48)[3],(50)[5],(50)[6],(49)[5],(51)[5],(53)[1],(47)[1],(50)[7],(50)[8],(48)[4],(52)[4],(49)[6],(51)[6],(49)[7],(51)[7],(52)[5],(48)[5],(51)[8],(49)[8],(50)[9],(47)[2],(53)[2],(53)[3],(47)[3],(50)[10],(51)[9],(49)[9],(54)[0],(46)[0],(50)[11],(50)[12],(48)[6],(52)[6],(51)[10],(49)[10],(49)[11],(51)[11],(52)[7],(48)[7],(52)[8]
0.05,0.25287832402862,0.205316005778479,0.20531599450453,0.109718199046914,0.109718185928651,0.004056851016521,0.004056850178684,0.005035965301027,0.000112315315518,0.002116435042393,0.002116434169937,8.92871765829426E-05,8.92870978781019E-05,7.28606391759057E-05,0.038411026362103,0.038411018889077,1.32597530220205E-05,4.47453386581162E-05,4.47451675534487E-05,6.03487880830908E-05,6.03488814053717E-05,1.02165678312285E-05,1.02165976427746E-05,3.38684534437528E-05,3.38683656480402E-05,3.062688493536E-06,2.29127535589455E-06,2.42141518453475E-06,2.4214122720233E-06,0.000710791506236,0.000710790753204,7.41376984925895E-07,5.85742079425981E-07,4.70645334919316E-06,4.70649876973742E-06,1.88172381827628E-06,1.88173526211536E-06,5.71162411589453E-07,5.71163600906056E-07,1.28065638686262E-06,1.28064708350721E-06,4.53287934936267E-07,4.53270247870824E-07,1.13193876944324E-07,1.40450608734374E-05,1.40452797244669E-05,1.25225866128157E-05,1.25225370365698E-05,7.53788494562323E-08,8.93126994353699E-08,8.93146876236768E-08,0.008742294803982,0.008742291645294,6.82053115555848E-08,5.44290820652866E-08,9.56396707574211E-07,9.56420968284024E-07,6.19176946003945E-08,6.19146495980148E-08,5.13113434532622E-08,5.13140793579688E-08,2.6886887570344E-07,2.688648374679E-07,2.08168222436528E-07
0.055,0.25360123915544,0.205653720766483,0.205653692907804,0.109498138400199,0.10949810595698,0.0040725888239,0.004072585602288,0.005061661338072,0.00011236787194,0.002116833929142,0.002116831073877,8.92267688703311E-05,8.92265461293987E-05,7.29141569547916E-05,0.038099155328538,0.038099137841259,1.29271750726772E-05,4.45592003518939E-05,4.45587960583394E-05,6.03059081852545E-05,6.03062166617032E-05,9.95849159028939E-06,9.95864549752768E-06,3.37047676863666E-05,3.37043534832461E-05,3.03158319936155E-06,2.27343767857069E-06,2.39060639842757E-06,2.39060102810652E-06,0.000706509096681,0.000706507147876,7.34731582940125E-07,5.8385867639786E-07,4.58364586762476E-06,4.58381334069103E-06,1.86622042571631E-06,1.86618596838619E-06,5.64274720590369E-07,5.64270853885653E-07,1.25480689747547E-06,1.25475474906667E-06,4.51243188006404E-07,4.51312301280357E-07,1.08618340646448E-07,1.39032307762007E-05,1.39040322544424E-05,1.23801230027515E-05,1.23798523820225E-05,7.49041640506756E-08,8.61447096377982E-08,8.61469201636959E-08,0.008595957896486,0.008595950322419,6.76914700341266E-08,0,9.47316381214926E-07,9.47399849944833E-07,6.12514363264073E-08,6.12280133847641E-08,0,0,2.63494086377446E-07,2.63466601799855E-07,0
0.06,0.254318192058074,0.205986621480341,0.205986616196904,0.10927750772411,0.109277501214244,0.004088535794003,0.004088535229598,0.005087651967136,0.000112458222153,0.002117338566076,0.002117338165773,8.91959242229542E-05,8.91959065933347E-05,7.29890150463655E-05,0.037790544336922,0.037790540859802,1.26007631648479E-05,4.43875097286167E-05,4.43874529514162E-05,6.02807294865146E-05,6.02807785294566E-05,9.70556707245385E-06,9.70558156601629E-06,3.35506407746291E-05,3.35505764778732E-05,3.00092481381352E-06,2.25407818924495E-06,2.35991276628192E-06,2.35990673890822E-06,0.000702301689266,0.000702301402794,7.27887176209591E-07,5.81319232556886E-07,4.46342733048987E-06,4.46344970038865E-06,1.84980274104355E-06,1.84980790489858E-06,5.57240729850174E-07,5.57238555915857E-07,1.2285900979802E-06,1.22858959138617E-06,4.48552034696215E-07,4.48546016315622E-07,1.04271005206139E-07,1.37661441423338E-05,1.37662557788182E-05,1.22417504476153E-05,1.22417254705237E-05,7.35915943027168E-08,8.2995576508826E-08,8.29987265812019E-08,0.00845257279911,0.008452571405413,6.71436256550611E-08,5.25871396907596E-08,9.38266330018705E-07,9.3827534798666E-07,5.9969252199789E-08,5.99681567213012E-08,5.02779069425619E-08,5.02785386027353E-08,2.58077876026445E-07,2.58078689978234E-07,2.03818014587378E-07
0.065,0.255029205822493,0.206314774747617,0.206314749932923,0.10905636288741,0.109056335011886,0.004104684078751,0.004104681302273,0.005113915000503,0.000112587698134,0.0021179556087,0.002117953217866,8.91970615023787E-05,8.91969085017632E-05,7.30936876432776E-05,0.037485174719892,0.037485160208634,1.22818431554329E-05,4.42343502015174E-05,4.42340871866701E-05,6.02798748096766E-05,6.02800859492176E-05,9.45926304019889E-06,9.45939846309734E-06,3.34113897891669E-05,3.34110554415372E-05,2.97243561165831E-06,2.236552510786E-06,2.33132333699281E-06,2.33133766100152E-06,0.000698181300416,0.000698179774928,7.21270137042335E-07,5.79957310552948E-07,4.3477552866917E-06,4.34789730027456E-06,1.83477315171194E-06,1.83474584113498E-06,5.50444503087201E-07,5.50434182115798E-07,1.20389096602112E-06,1.20384943229356E-06,4.46901743658054E-07,4.46954356114649E-07,1.00180564314731E-07,1.36378468469963E-05,1.36384935168188E-05,1.2110339671928E-05,1.21101236857494E-05,7.3161789242954E-08,8.02566111655215E-08,8.02596421124078E-08,0.008312090132202,0.008312084265533,6.66571309625266E-08,0,9.30093376729807E-07,9.3015928913179E-07,5.92575504916765E-08,5.92376163028214E-08,0,0,2.52938952175143E-07,2.52915754296469E-07,0
0.07,0.255734559862351,0.206638357325054,0.206638351515564,0.108834731987404,0.108834725009064,0.004120998877987,0.004120998317167,0.005140421192101,0.000112751235228,0.002118653594419,0.002118653091039,8.92247098657148E-05,8.92246841462308E-05,7.32183293375228E-05,0.037182967076407,0.037182963109591,1.19691878356753E-05,4.40940728166147E-05,4.40939861677885E-05,6.02954757886517E-05,6.02955280414773E-05,9.21812196314899E-06,9.21813677594494E-06,3.32809319991797E-05,3.32808760854244E-05,2.94470385892613E-06,2.21759808203074E-06,2.3032224144707E-06,2.3032183408299E-06,0.000694125266922,0.000694124865048,7.14458254734445E-07,5.78006151869112E-07,4.23460952555151E-06,4.23463247953864E-06,1.81881541498203E-06,1.8188177529288E-06,5.43503283876824E-07,5.43501625565137E-07,1.17901367381148E-06,1.17901561903317E-06,4.44654786981452E-07,4.44648728541455E-07,9.62981669247609E-08,1.35136463507504E-05,1.3513803385588E-05,1.19825922262574E-05,1.19825674685645E-05,7.20248040207556E-08,7.75251152074491E-08,7.75318943077734E-08,0.008174409302058,0.008174407547943,6.61308356822328E-08,5.08347371579235E-08,9.21930157272175E-07,9.21943311686414E-07,5.80464219546473E-08,5.80451518743684E-08,4.93204395151217E-08,4.93215175907021E-08,2.4777100666207E-07,2.47772139656335E-07,1.99759421810652E-07
0.075,0.256434279274731,0.206957431237919,0.206957410282532,0.108612663774229,0.108612640332272,0.004137473042849,0.004137470621177,0.005167150653881,0.000112950006635,0.002119438505866,0.002119436430969,8.92808671750388E-05,8.92807475679654E-05,7.33696657007301E-05,0.036883901326703,0.03688388892389,1.16638764468774E-05,4.39699613145006E-05,4.39697552479561E-05,6.03327209639258E-05,6.03329148355934E-05,8.9833248803226E-06,8.9834440667788E-06,3.31636306156269E-05,3.31633079672815E-05,2.91903045872643E-06,2.20004697315626E-06,2.2770815910281E-06,2.27710349001572E-06,0.000690144280391,0.000690142969852,7.0782124912339E-07,5.77082006584304E-07,4.1256441542808E-06,4.12575574301267E-06,1.80389550298203E-06,1.80387112477358E-06,5.36761775718101E-07,5.36748751567438E-07,1.15547851202404E-06,1.15544373346452E-06,4.43313057842293E-07,4.43365759962155E-07,9.26465127127043E-08,1.3397211477987E-05,1.33978096409474E-05,1.18610995667471E-05,1.18609041249028E-05,7.16115006676827E-08,7.51885361182125E-08,7.51930798860942E-08,0.008039482717377,0.00803947765137,6.56639132511481E-08,0,9.1454850683668E-07,9.14607449538094E-07,5.72569725312224E-08,5.72414047983305E-08,0,0,2.42866222820304E-07,2.42847643073605E-07,0
0.08,0.257128611640013,0.207272159084604,0.207272154272593,0.108390188232168,0.108390182511683,0.004154078730677,0.004154078178247,0.005194081132496,0.000113179556089,0.002120284022497,0.002120283614232,8.93607764893094E-05,8.93607695271361E-05,7.35399813497825E-05,0.036587905214264,0.036587902137427,1.13649013380906E-05,4.38571250733368E-05,4.38570685115126E-05,6.03855029856161E-05,6.03855866740472E-05,8.75369048341135E-06,8.75370013711755E-06,3.30544635859599E-05,3.30544053539599E-05,2.89435161387561E-06,2.18118925878108E-06,2.25173154963411E-06,2.25173619838147E-06,0.000686218527594,0.000686218302455,7.00986831192335E-07,5.75627902001322E-07,4.01913265258635E-06,4.01914591755245E-06,1.7880454319258E-06,1.78804466484343E-06,5.29879365186131E-07,5.29878648332497E-07,1.13194121340426E-06,1.13193460900588E-06,4.41435560279612E-07,4.41430895110872E-07,8.91853159750487E-08,1.32842423569233E-05,1.3284331847788E-05,1.17429087767131E-05,1.17428883330609E-05,7.06016389702566E-08,7.28487586799165E-08,7.2851878355961E-08,0.007907217771946,0.007907216543833,6.51556683043076E-08,4.91449058525244E-08,9.0714340910543E-07,9.07149565384715E-07,5.60702882582998E-08,5.60682717688209E-08,4.84325326591574E-08,4.84335986957781E-08,2.37950795483714E-07,2.37951850694021E-07,1.95853074893732E-07
0.085,0.257817582797995,0.207582595485496,0.207582578321103,0.108167346878599,0.10816732706454,0.004170809554726,0.004170807106681,0.00522119432897,0.000113440917114,0.002121196189569,0.002121193948672,8.94663059145902E-05,8.94661732716578E-05,7.37346571190716E-05,0.036294958694469,0.036294947815072,1.10731665787448E-05,4.37586708585313E-05,4.37584471487587E-05,6.04580195114635E-05,6.04582555239981E-05,8.53021436801726E-06,8.53031498183957E-06,3.29571798491771E-05,3.29568684712663E-05,2.87172571379879E-06,2.16348151113517E-06,2.22835961145135E-06,2.22837748376963E-06,0.000682358516902,0.00068235702669,6.94298537101917E-07,5.75117361494697E-07,3.91650618656922E-06,3.91660371535776E-06,1.77300155033877E-06,1.77297113385282E-06,5.23170470500357E-07,5.23158991515779E-07,1.10969729419793E-06,1.10965138861676E-06,4.40381064520933E-07,4.40431907747857E-07,8.5935803433702E-08,1.31780034449622E-05,1.31785925426344E-05,1.16303978175988E-05,1.16302088626674E-05,7.02687888450199E-08,7.09213246729837E-08,7.09276485434201E-08,0.007777570365837,0.007777565298651,6.47028821817278E-08,0,9.00410594673041E-07,9.00469082401478E-07,5.52120612515536E-08,5.51983711510936E-08,0,0,2.33309969016073E-07,2.33289733640486E-07,0
0.09,0.258501413550692,0.207888888544601,0.207888884461713,0.107944168704106,0.107944163614085,0.004187641003025,0.004187640431205,0.005248471114124,0.00011373013991,0.002122151385987,0.002122150946794,8.95931126400736E-05,8.95930821307641E-05,7.39468848138089E-05,0.036004995340534,0.036004992509215,1.07877728895771E-05,4.36700919582277E-05,4.36700023908782E-05,6.05446827316722E-05,6.0544798833335E-05,8.31181120538368E-06,8.31182551632434E-06,3.28671819382328E-05,3.28670904136852E-05,2.85024217487589E-06,2.14447415040751E-06,2.20594705677305E-06,2.20595995014222E-06,0.000678546235592,0.00067854589206,6.8741533623274E-07,5.74087211093789E-07,3.81623708356135E-06,3.81626094800027E-06,1.75693373385885E-06,1.75693688145796E-06,5.16334076827153E-07,5.16334005040054E-07,1.0875375784568E-06,1.08752098081589E-06,4.38807114663127E-07,4.38800720723581E-07,8.28628995631439E-08,1.30748588129007E-05,1.30749791479512E-05,1.15208476436E-05,1.15207969929703E-05,6.93638160492365E-08,6.89492976585882E-08,6.89477300025965E-08,0.00765045439816,0.007650453141999,6.42059756876522E-08,4.75338786264808E-08,8.93608788710055E-07,8.93621712965393E-07,5.40240721985028E-08,5.4019666125837E-08,4.76112692125912E-08,4.7612994596955E-08,2.28666036790324E-07,2.28663878267946E-07,1.91997446894323E-07
0.095,0.259180130366035,0.20819108871486,0.208191073772764,0.107720690222751,0.107720673072908,0.004204568821174,0.004204566522814,0.005275896491635,0.000114048093323,0.002123156261936,0.002123154103701,8.97428762055688E-05,8.97427444420754E-05,7.41814384409181E-05,0.035717993669663,0.035717984274675,1.05095173615373E-05,4.35941880376166E-05,4.35939679194556E-05,6.06494307472208E-05,6.06496656359937E-05,8.09940200596658E-06,8.09949091431134E-06,3.27879707171544E-05,3.27876780896739E-05,2.8307714922278E-06,2.12639495323992E-06,2.18551508482496E-06,2.18553532284844E-06,0.000674791517433,0.000674790057513,6.8064158949781E-07,5.73929679390904E-07,3.71960332479653E-06,3.71968955722178E-06,1.74146975180931E-06,1.74144992431024E-06,5.09644272533163E-07,5.09632130629593E-07,1.06665425637351E-06,1.06661869591295E-06,4.37989488609267E-07,4.38035960268156E-07,7.99884144338316E-08,1.29775641637464E-05,1.29781182934567E-05,1.14164600298292E-05,1.14162895424069E-05,6.90749791513257E-08,6.74013926659053E-08,6.74057081042508E-08,0.007525827911747,0.007525823394651,6.37544938940369E-08,0,8.87356368482891E-07,8.87408271347502E-07,5.30745305407095E-08,5.30651496112242E-08,0,0,2.24324559607124E-07,2.24305036219547E-07,0
