parameter,"(8,8)[0]","(9,8)[0]","(8,9)[0]","(7,8)[0]","(8,7)[0]","(9,9)[0]","(9,7)[0]","(7,9)[0]","(7,7)[0]","(8,8)[1]","(8,8)[2]","(9,8)[1]","(8,9)[1]","(7,8)[1]","(8,7)[1]","(8,9)[2]","(9,8)[2]","(8,7)[2]","(7,8)[2]","(10,8)[0]","(8,10)[0]","(8,6)[0]","(6,8)[0]","(9,9)[1]","(9,9)[2]","(7,9)[1]","(9,7)[1]","(7,7)[1]","(9,7)[2]","(7,9)[2]","(7,7)[2]","(9,10)[0]","(10,9)[0]","(7,10)[0]","(10,7)[0]","(9,6)[0]","(6,9)[0]","(6,7)[0]","(7,6)[0]","(8,8)[3]","(8,8)[4]","(8,8)[5]","(8,8)[6]","(8,8)[7]","(8,9)[3]","(9,8)[3]","(8,7)[3]","(7,8)[3]","(8,9)[4]","(9,8)[4]","(8,7)[4]","(7,8)[4]","(9,8)[5]","(8,9)[5]","(7,8)[5]","(8,7)[5]","(8,9)[6]","(9,8)[6]","(8,7)[6]","(7,8)[6]"
-0.2693,0.224805573,0.094731579,0.094732082,0.09451126,0.094514022,0.042308757,0.037581864,0.03758123,0.042095368,0.024130939,0.023170793,0.009947043,0.009949563,0.00991803,0.009920671,0.00835963,0.008361556,0.008320107,0.008321642,0.006131555,0.00613164,0.006083522,0.006082963,0.003652209,0.003631798,0.003350945,0.003351349,0.003626493,0.003322842,0.003323005,0.003598741,0.002843156,0.002843007,0.002307882,0.002308076,0.002295605,0.002295588,0.002808898,0.002809165,0.002474049,0.001941872,0.001939566,0.001934077,0.001859901,0.000869176,0.000869163,0.000863694,0.000863645,0.000833567,0.000833657,0.000828845,0.000828888,0.0008107,0.000811505,0.000808364,0.000809204,0.000778817,0.00077895,0.000774368,0.000774449
-0.2699,0.224805462,0.094732551,0.094730369,0.094508497,0.094514637,0.042314074,0.037577949,0.037575777,0.042100915,0.024131822,0.023169607,0.009948258,0.009948271,0.009920359,0.009919319,0.008359506,0.008360259,0.008321126,0.008320911,0.006131629,0.006131178,0.006083633,0.006082857,0.003652595,0.003631938,0.003350534,0.003350993,0.00362697,0.003322669,0.003322428,0.003599084,0.00284367,0.00284377,0.002307354,0.002307591,0.002295377,0.002294908,0.002809692,0.002809799,0.00247426,0.001941551,0.001939717,0.001934306,0.001859806,0.000869164,0.000869167,0.000863719,0.000863699,0.000833576,0.000833567,0.000828887,0.000828822,0.000811183,0.000811219,0.000808671,0.000808859,0.000778761,0.000778988,0.000774686,0.000774353
-0.27,0.224806726,0.094731352,0.094733086,0.094506741,0.094515724,0.042315137,0.037576543,0.037575403,0.042100416,0.024131598,0.023168979,0.009947365,0.009948644,0.009918936,0.009919556,0.00835915,0.008361288,0.008320605,0.008321758,0.006131605,0.006131572,0.006083599,0.006082761,0.003652732,0.003632107,0.003350539,0.003351023,0.003627058,0.00332258,0.003322597,0.003599175,0.002843884,0.002843835,0.002307399,0.00230747,0.002295011,0.002295021,0.002809641,0.002809742,0.002474053,0.001941791,0.00193973,0.001934369,0.001859796,0.000869161,0.000869189,0.000863678,0.000863731,0.000833565,0.000833586,0.00082881,0.000828857,0.00081095,0.000811569,0.000808408,0.000809208,0.000778963,0.000778785,0.000774394,0.000774566
-0.2792,0.224827229,0.094722361,0.094731678,0.09450189,0.094508906,0.04239567,0.037499111,0.037499389,0.042180099,0.024147183,0.023150835,0.009948396,0.00994965,0.009918846,0.009921418,0.008359356,0.008361232,0.008320356,0.00832206,0.006129346,0.006130217,0.006081811,0.006081122,0.003657954,0.003636164,0.003346062,0.003346349,0.003632121,0.003316847,0.003317154,0.003603064,0.002853043,0.00285285,0.002298721,0.002298741,0.002286411,0.002286521,0.002818622,0.002818788,0.002475326,0.001941436,0.001940566,0.001934894,0.001858659,0.000869681,0.000869736,0.000864201,0.000864229,0.000833237,0.000833342,0.000828594,0.00082867,0.000810973,0.000811908,0.000808557,0.000809446,0.00077812,0.000778326,0.000773735,0.000773968
-0.2793,0.224826913,0.094722966,0.094732115,0.094501497,0.094508378,0.042397095,0.037498339,0.037498607,0.042180841,0.024147448,0.023150817,0.00994845,0.009949787,0.009918858,0.009921509,0.008359306,0.008361166,0.008320242,0.00832192,0.006129287,0.006130179,0.006081741,0.006081032,0.003658045,0.003636179,0.003346039,0.003346323,0.003632149,0.003316777,0.003317078,0.003603047,0.002853152,0.002852943,0.002298618,0.002298626,0.002286334,0.002286433,0.002818696,0.002818877,0.002475356,0.001941412,0.001940544,0.001934819,0.001858662,0.000869681,0.00086973,0.000864213,0.000864235,0.000833233,0.00083334,0.000828593,0.000828669,0.000810979,0.000811912,0.000808546,0.000809433,0.000778106,0.000778316,0.000773723,0.000773961
-0.2818,0.224833321,0.094725068,0.094726173,0.094500676,0.09450684,0.042418478,0.037478136,0.037476779,0.042202571,0.024151491,0.023145783,0.009947569,0.009950765,0.009918497,0.009922033,0.008359431,0.008361189,0.008320576,0.008322044,0.00612906,0.00612941,0.006081395,0.006080578,0.003659413,0.003637303,0.003344787,0.003345099,0.003633627,0.003315334,0.00331552,0.003604219,0.002855648,0.002855356,0.002296228,0.002296322,0.002284063,0.002284032,0.002821146,0.002821372,0.002475635,0.001941386,0.001940725,0.001935045,0.001858296,0.000869881,0.000869803,0.000864365,0.000864355,0.000833156,0.000833251,0.000828513,0.000828628,0.000811084,0.000811939,0.000808628,0.000809481,0.000777842,0.000778209,0.000773549,0.00077377
-0.2865,0.224835505,0.094719914,0.094721011,0.094503641,0.094498838,0.042459997,0.037436754,0.037439702,0.04224539,0.024160737,0.023139355,0.00994974,0.009951218,0.009920362,0.009922334,0.008359425,0.008360068,0.008321264,0.008321665,0.006127933,0.006128296,0.006080849,0.006081251,0.003661416,0.003638993,0.003342412,0.003342202,0.003636697,0.003312097,0.003312356,0.003606515,0.002860256,0.002860169,0.002292087,0.002291543,0.002279473,0.002280024,0.002826723,0.002826822,0.002476642,0.001941274,0.00194048,0.001935143,0.001857604,0.000870232,0.000870206,0.000864715,0.000864717,0.000833124,0.000833122,0.00082854,0.000828604,0.000811394,0.00081151,0.000808911,0.000809002,0.000777887,0.000777255,0.000773029,0.000773664
-0.2874,0.224838034,0.094719294,0.094720607,0.094502994,0.094498038,0.042468428,0.037428688,0.037431765,0.042253377,0.024162192,0.023137327,0.009949726,0.00995124,0.00992032,0.009922297,0.0083595,0.008360139,0.008321451,0.008321873,0.006127753,0.006128155,0.00608073,0.006081149,0.003661944,0.003639408,0.003341971,0.003341748,0.003637334,0.003311519,0.003311792,0.00360698,0.002861197,0.002861102,0.00229121,0.002290649,0.002278586,0.002279148,0.002827677,0.002827772,0.00247673,0.001941355,0.001940437,0.001935261,0.001857456,0.00087027,0.000870242,0.000864765,0.000864769,0.000833086,0.000833082,0.000828516,0.000828582,0.000811408,0.000811529,0.000808932,0.000809023,0.000777806,0.000777173,0.000772959,0.000773596
-0.2921,0.224846305,0.094716841,0.094718887,0.094498968,0.094491776,0.042510717,0.037388335,0.037392856,0.042293039,0.024170102,0.023128069,0.009950226,0.009951732,0.009920597,0.009922387,0.008360533,0.008361145,0.008320876,0.008321197,0.006127984,0.006128469,0.006079092,0.006079925,0.003665451,0.003642257,0.003339749,0.00333946,0.00363963,0.003308624,0.00330891,0.003608677,0.002866826,0.002866761,0.002287121,0.002286392,0.002273944,0.002274723,0.002832124,0.002832125,0.00247735,0.001942015,0.001940258,0.001935356,0.001856896,0.000870695,0.000870664,0.000864989,0.000865008,0.000833084,0.00083307,0.000828399,0.000828479,0.000811536,0.000811589,0.000809065,0.000809094,0.000777692,0.000776976,0.000772526,0.000773219
-0.2936,0.224850231,0.094715169,0.09471678,0.094498283,0.094492427,0.042522615,0.037376434,0.037380191,0.042306351,0.024172052,0.023125017,0.00995014,0.00995153,0.009920627,0.009922446,0.008360477,0.008361126,0.008321409,0.008321419,0.006127604,0.006127995,0.006079292,0.006079782,0.00366618,0.003642812,0.003339019,0.003338809,0.003640649,0.003307765,0.003307969,0.003609537,0.002868165,0.002868116,0.002285674,0.002285031,0.002272723,0.002273354,0.002833663,0.002833763,0.002477482,0.001942162,0.001940129,0.001935507,0.001856717,0.000870731,0.000870709,0.000865084,0.000865082,0.000833012,0.000833003,0.000828397,0.000828451,0.000811564,0.000811593,0.000809093,0.000809138,0.000777553,0.000776856,0.000772447,0.000773145
-0.2996,0.224867326,0.094716185,0.094708993,0.09448286,0.09449727,0.042575046,0.037330551,0.037321843,0.042358383,0.02418423,0.02311193,0.009951819,0.009950455,0.00992117,0.009922204,0.008361116,0.008362941,0.008322657,0.008318019,0.006128046,0.006125592,0.006079212,0.006075973,0.003671602,0.003645502,0.003335126,0.003336381,0.003643957,0.003305141,0.003304156,0.003611727,0.002873949,0.002874505,0.002279079,0.002280025,0.002267817,0.002266548,0.002839328,0.002840009,0.002478278,0.001943229,0.001940142,0.001935996,0.001855861,0.000871223,0.000871332,0.000865974,0.000865836,0.000832693,0.000832914,0.000828471,0.000828176,0.000811857,0.000811717,0.00080954,0.000809666,0.000776665,0.000776864,0.00077233,0.000772314
-0.3058,0.224882622,0.094712016,0.094704255,0.094478903,0.094493976,0.042628908,0.037278896,0.037269531,0.042412761,0.024194535,0.023099909,0.00995222,0.009950765,0.009921558,0.009922753,0.008361104,0.008362988,0.008322909,0.008318228,0.006126666,0.006124116,0.006078052,0.006074676,0.003675155,0.003648119,0.003332082,0.003333386,0.003647533,0.003301353,0.003300335,0.003614469,0.002880046,0.002880634,0.002273205,0.002274219,0.002262095,0.002260746,0.002845439,0.00284616,0.0024791,0.001943921,0.001939779,0.001936396,0.001855006,0.00087156,0.000871678,0.00086633,0.000866181,0.000832527,0.000832759,0.000828382,0.000828085,0.000812021,0.000811883,0.000809648,0.000809786,0.000776184,0.000776399,0.00077187,0.000771839
-0.3175,0.224912159,0.094703832,0.094691582,0.094473344,0.094489742,0.04272919,0.037181671,0.03716955,0.042517586,0.024214745,0.023077591,0.009953063,0.009950913,0.009922699,0.009923823,0.008360427,0.008363452,0.008323739,0.008317903,0.006124234,0.006120704,0.006076051,0.006071974,0.003681724,0.003652863,0.003325937,0.003327849,0.003654439,0.003294373,0.003292887,0.003619673,0.002891274,0.002892197,0.002261909,0.002263388,0.002251341,0.002249528,0.00285696,0.002858038,0.002480654,0.001945358,0.00193911,0.001937178,0.001853257,0.000872157,0.000872381,0.000867164,0.000866859,0.000832187,0.000832519,0.000828348,0.000827906,0.000812355,0.000812095,0.000809878,0.000810076,0.000775233,0.000775433,0.000770921,0.000770916
-0.3221,0.224922822,0.094689404,0.094701177,0.094484938,0.094469388,0.042770684,0.037131404,0.037142832,0.042557,0.024222371,0.023068521,0.009951501,0.0099535,0.009924094,0.00992295,0.008363616,0.008360751,0.008317938,0.008323753,0.006119993,0.006123348,0.00607095,0.006074912,0.003684449,0.003654968,0.003325564,0.003323736,0.003657001,0.003290077,0.003291535,0.003621577,0.002896904,0.002896017,0.002259079,0.002257717,0.00224529,0.002247022,0.002862518,0.002861435,0.002481336,0.001945939,0.001938858,0.001937462,0.001852636,0.000872641,0.000872441,0.000867113,0.000867414,0.000832435,0.00083211,0.000827864,0.000828298,0.000812229,0.000812472,0.000810123,0.000809956,0.000775083,0.0007749,0.000770575,0.00077054
-0.3234,0.224925744,0.09468734,0.094698419,0.094486079,0.094471273,0.042779735,0.037121811,0.037132074,0.042570796,0.024224455,0.023066331,0.00995,0.009954144,0.009923782,0.009925109,0.008361827,0.008359215,0.008318291,0.008324361,0.006119136,0.006121719,0.006071229,0.006074889,0.003683404,0.003655113,0.003324819,0.00332304,0.003658218,0.003289193,0.003290708,0.003622479,0.002897605,0.002896874,0.002257589,0.002256564,0.002244352,0.002245912,0.002864025,0.002863072,0.002481505,0.001946256,0.001938768,0.001937459,0.001852524,0.000872561,0.000872356,0.000867237,0.000867505,0.000832288,0.00083211,0.000827868,0.000828361,0.000812153,0.000812656,0.000810092,0.000810056,0.000774704,0.000775084,0.00077074,0.000770696
-0.3272,0.224936263,0.09469665,0.094685262,0.094466048,0.094482531,0.042814251,0.037100228,0.03708837,0.042602674,0.024230977,0.023058528,0.009953178,0.009951895,0.009923877,0.009924595,0.008361024,0.008363574,0.008324029,0.008318041,0.006121259,0.006119496,0.006074086,0.006069728,0.003687371,0.003657042,0.003321176,0.003323176,0.003659997,0.003288483,0.003286841,0.003623814,0.002901101,0.002901654,0.002252862,0.002254245,0.002242457,0.002240457,0.002866501,0.002867749,0.002482071,0.001946531,0.001938579,0.001937722,0.001851935,0.000872712,0.000872905,0.000867742,0.000867383,0.000831966,0.00083232,0.0008283,0.000827832,0.000812604,0.000812276,0.000809992,0.000810258,0.000774449,0.000774647,0.000770189,0.000770184
-0.3284,0.224939078,0.094696396,0.09468505,0.094464562,0.094481192,0.042824954,0.037090693,0.037078739,0.042612228,0.024232812,0.023056246,0.009953355,0.009952004,0.009923912,0.009924596,0.008361079,0.008363645,0.008323985,0.00831803,0.006121125,0.006119327,0.006073759,0.006069418,0.003688069,0.003657589,0.00332061,0.003322619,0.003660613,0.003287765,0.003286124,0.003624261,0.002902314,0.002902884,0.002251804,0.002253213,0.002241381,0.002239384,0.002867597,0.002868832,0.002482231,0.001946674,0.001938524,0.001937773,0.001851774,0.000872778,0.000872977,0.000867795,0.000867441,0.000831952,0.000832308,0.000828288,0.00082782,0.000812632,0.000812308,0.000809998,0.000810267,0.000774365,0.000774562,0.000770097,0.000770086
-0.3308,0.224945175,0.094693887,0.094682557,0.094463539,0.094480131,0.042845263,0.037070662,0.037058738,0.042633756,0.02423681,0.023051577,0.009953466,0.009952123,0.009924187,0.009924866,0.008361092,0.008363644,0.008324129,0.008318187,0.006120476,0.006118682,0.006073321,0.006068986,0.003689406,0.003658554,0.003319461,0.003321463,0.00366205,0.003286291,0.003284656,0.003625345,0.002904625,0.002905193,0.002249555,0.00225096,0.002239183,0.002237189,0.00287002,0.002871254,0.002482585,0.001946955,0.001938456,0.001937851,0.001851443,0.000872906,0.000873104,0.000867935,0.000867581,0.000831902,0.000832259,0.000828278,0.000827812,0.000812681,0.000812359,0.000810035,0.000810304,0.000774168,0.000774367,0.000769914,0.000769901
-0.3314,0.22494665,0.094694496,0.09468252,0.094461887,0.094479108,0.042850989,0.037065137,0.037052696,0.042639149,0.024237874,0.023050052,0.009953257,0.009951781,0.009924203,0.009924896,0.008361148,0.00836409,0.008323985,0.008318039,0.006121268,0.006118456,0.006073116,0.006068653,0.003691611,0.003658819,0.003319078,0.003321142,0.00366238,0.003285984,0.00328433,0.003625532,0.002905316,0.002906172,0.002248866,0.002250446,0.002238603,0.002236535,0.002870609,0.002871875,0.00248264,0.001947106,0.001938414,0.00193783,0.001851266,0.000872969,0.000873218,0.00086798,0.000867618,0.000831896,0.000832279,0.000828262,0.000827788,0.00081275,0.000812449,0.000810022,0.000810299,0.000774059,0.000774279,0.00076986,0.000769833
-0.3328,0.224951028,0.094693136,0.094681192,0.09446166,0.094478493,0.042862656,0.03705343,0.03704119,0.042651591,0.024240098,0.023047306,0.009953243,0.009951802,0.009924331,0.009924988,0.008361139,0.008364011,0.008324054,0.008318108,0.006120873,0.006118064,0.00607282,0.006068393,0.003692373,0.003659355,0.003318417,0.003320452,0.00366321,0.003285102,0.003283466,0.003626154,0.002906642,0.002907491,0.00224756,0.002249126,0.002237312,0.002235261,0.002872002,0.002873263,0.00248282,0.001947249,0.001938387,0.001937822,0.001851059,0.000873036,0.000873279,0.000868054,0.000867691,0.000831864,0.000832243,0.000828249,0.00082778,0.000812771,0.000812467,0.000810037,0.000810307,0.000773936,0.000774159,0.000769746,0.00076972
-0.3412,0.224971726,0.094686905,0.09467683,0.09445572,0.094469547,0.042938341,0.0369818,0.036971866,0.042724933,0.024254834,0.023030452,0.009954044,0.00995304,0.0099252,0.009925662,0.00836146,0.008363846,0.008323447,0.008318342,0.006118771,0.006116463,0.006070398,0.006066569,0.00369731,0.003663018,0.003314361,0.00331611,0.003667847,0.00327978,0.00327837,0.00362946,0.002915309,0.002916011,0.002239835,0.002241116,0.002229316,0.002227563,0.002880317,0.002881384,0.00248422,0.001948477,0.001938714,0.001937528,0.001849858,0.000873636,0.000873832,0.000868505,0.00086819,0.000831802,0.000832119,0.00082816,0.000827771,0.000813027,0.000812728,0.000810138,0.000810393,0.000773286,0.000773508,0.000769035,0.000769008
-0.3417,0.224973094,0.094686506,0.094676418,0.094455318,0.094469171,0.042942656,0.036977622,0.036967675,0.042729214,0.024255638,0.023029455,0.009954063,0.009953063,0.009925218,0.009925682,0.008361552,0.008363934,0.008323474,0.008318372,0.006118675,0.006116369,0.006070295,0.00606646,0.003697605,0.003663247,0.003314134,0.003315882,0.003668154,0.003279486,0.003278077,0.00362967,0.002915796,0.002916497,0.002239373,0.002240656,0.002228859,0.002227104,0.002880806,0.002881876,0.002484286,0.00194854,0.001938727,0.001937511,0.001849784,0.000873658,0.000873854,0.000868532,0.000868217,0.000831792,0.000832109,0.000828158,0.000827769,0.000813034,0.000812734,0.000810144,0.000810399,0.000773242,0.000773466,0.000768992,0.000768965
-0.3463,0.224990509,0.094685597,0.094676131,0.094452763,0.094458721,0.042988298,0.036936155,0.03692946,0.042766099,0.024264055,0.023018795,0.00995477,0.009955121,0.009923076,0.009926864,0.008362851,0.008364509,0.00831973,0.008319535,0.006117411,0.006116708,0.006066623,0.006065633,0.003700948,0.003665694,0.003312115,0.003312851,0.003670267,0.003276529,0.003275729,0.0036308,0.002921483,0.002921611,0.002235618,0.00223617,0.002223481,0.002223051,0.002885208,0.002885455,0.002485178,0.001949345,0.001939167,0.001937455,0.001849349,0.000874459,0.000874537,0.000868649,0.000868573,0.000831882,0.000832105,0.000827809,0.000827762,0.000813171,0.0008134,0.000810079,0.00081047,0.000773211,0.000773288,0.000768492,0.000768447
-0.3549,0.225006853,0.094685492,0.094663475,0.094437868,0.094458755,0.043065806,0.03686994,0.036851451,0.042842608,0.024277969,0.023002819,0.009957321,0.009954839,0.009924672,0.009927106,0.008362485,0.008364929,0.008323568,0.008318036,0.0061169,0.006114176,0.006066936,0.006062105,0.00370553,0.003669094,0.003307196,0.003309519,0.003675386,0.003271438,0.003269347,0.00363478,0.002929917,0.00293058,0.002226771,0.002228592,0.002216678,0.002213721,0.002893393,0.002894662,0.002486672,0.0019502,0.001939482,0.001936698,0.001848178,0.000874632,0.000874831,0.000869244,0.000868839,0.00083166,0.000832092,0.000828116,0.000827614,0.000813484,0.000813064,0.000810117,0.000810367,0.000772064,0.000772615,0.000767874,0.000767564
-0.3585,0.225017332,0.094685173,0.094659119,0.0944327,0.094457008,0.043098031,0.036841259,0.036819109,0.042873207,0.024284982,0.022996068,0.00995813,0.009955084,0.009925146,0.009927687,0.008362437,0.008365489,0.008323679,0.008318126,0.006116349,0.006112536,0.006066111,0.006060558,0.003707843,0.00367067,0.003305093,0.003307949,0.003677353,0.003269516,0.003266838,0.003636102,0.002933399,0.002934345,0.002222668,0.002225409,0.00221347,0.002209709,0.002896751,0.002898083,0.002487467,0.001950753,0.001939983,0.0019366,0.00184761,0.000875007,0.00087532,0.000869544,0.000869071,0.000831679,0.000832179,0.000828175,0.00082763,0.000813702,0.000813148,0.000810127,0.000810459,0.000771784,0.000772364,0.000767598,0.000767148
-0.3638,0.225031993,0.094676428,0.094655737,0.094437741,0.094452395,0.04314293,0.036792882,0.036776016,0.042923062,0.02429348,0.022985888,0.009957573,0.009955087,0.009925059,0.009926869,0.008362741,0.00836426,0.008323796,0.008320178,0.006114094,0.006111038,0.006064539,0.006061065,0.003710829,0.003672781,0.003302733,0.003304843,0.003680631,0.003265633,0.003263273,0.003638478,0.002938605,0.002939315,0.002217212,0.002219501,0.002207817,0.002204707,0.002902456,0.002903477,0.002488005,0.001951727,0.001940451,0.001936218,0.001846387,0.000875246,0.000875492,0.000869809,0.000869355,0.000831719,0.000832108,0.000828185,0.000827829,0.000813787,0.000813229,0.00081014,0.000810275,0.000771182,0.000771728,0.000767038,0.000766613
-0.3651,0.22503531,0.09467431,0.094656068,0.094436891,0.094450705,0.043154979,0.036780446,0.036766248,0.04293474,0.024295763,0.022983289,0.009956937,0.009956062,0.009923757,0.009928487,0.008362178,0.008364806,0.008323598,0.008320338,0.006113595,0.006110889,0.006064063,0.006060824,0.003711627,0.003673331,0.003302116,0.003304138,0.003681359,0.003264679,0.00326253,0.003639014,0.002940022,0.00294064,0.00221619,0.00221806,0.002206157,0.002203899,0.002903859,0.002904681,0.002488237,0.001951895,0.001940531,0.001936125,0.001846208,0.000875323,0.000875582,0.000869859,0.000869451,0.000831715,0.000832114,0.000828116,0.000827905,0.000813658,0.000813414,0.000810008,0.000810415,0.000771354,0.000771344,0.000766604,0.000766823
-0.3667,0.225039994,0.094674243,0.094653512,0.094435401,0.094449879,0.043169046,0.036768421,0.036751647,0.042948852,0.024298338,0.02298009,0.009957853,0.009955363,0.009925362,0.009927142,0.008362761,0.008364243,0.008323841,0.008320201,0.006113359,0.006110301,0.006063812,0.006060341,0.003712535,0.00367397,0.003301318,0.003303412,0.003682308,0.003263773,0.003261409,0.003639676,0.002941553,0.002942265,0.002214505,0.002216781,0.002205119,0.002202011,0.002905349,0.002906375,0.002488486,0.001952078,0.001940628,0.001935985,0.00184598,0.000875406,0.000875648,0.000869966,0.00086951,0.000831706,0.000832094,0.000828195,0.000827838,0.000813831,0.000813268,0.000810149,0.000810279,0.000770934,0.000771478,0.000766789,0.000766365
-0.3721,0.225063868,0.094660157,0.094657333,0.094441368,0.094438063,0.043216786,0.036712668,0.03671273,0.042999063,0.024307238,0.02296853,0.009956418,0.00995735,0.009927096,0.009927346,0.008363949,0.008363517,0.008322466,0.008322172,0.006110093,0.006109911,0.00606016,0.006060458,0.003715773,0.00367611,0.003299444,0.003299357,0.003685674,0.00325896,0.003258907,0.003642123,0.002947256,0.002947243,0.002210093,0.002210061,0.002197973,0.002197777,0.002911451,0.002911447,0.002489845,0.001953434,0.001941191,0.001935976,0.0018452,0.000875881,0.000875806,0.000870064,0.000870054,0.000831958,0.000831957,0.000828167,0.000828222,0.000813729,0.000813551,0.000810394,0.00081022,0.000770674,0.000770945,0.000766375,0.000766142
-0.3771,0.225078841,0.094639153,0.094668093,0.094452187,0.094415195,0.043262045,0.036653441,0.036684103,0.043043247,0.024316745,0.022958086,0.009954635,0.009959987,0.009929033,0.009927053,0.008366361,0.008362416,0.008319966,0.008325363,0.006105936,0.006111336,0.006055132,0.006062052,0.003719073,0.003678549,0.003298662,0.003294987,0.00368892,0.003254422,0.003257821,0.003644497,0.002953127,0.002951906,0.00220752,0.002202856,0.002190381,0.002195453,0.002917282,0.002915834,0.0024909,0.001954169,0.001941809,0.001936042,0.001844971,0.000876559,0.000875994,0.000870167,0.00087073,0.000832262,0.00083179,0.000827966,0.000828581,0.000813635,0.000814111,0.000810748,0.000810165,0.000771119,0.000770142,0.000765622,0.000766516
-0.3783,0.225082603,0.094638375,0.094666966,0.094450934,0.094414264,0.043272496,0.036643673,0.036674072,0.043053448,0.024318642,0.02295562,0.009954745,0.009960062,0.009929057,0.009927123,0.00836642,0.008362516,0.008320015,0.008325375,0.006105718,0.006111061,0.006054841,0.00606171,0.003719764,0.003679075,0.003298073,0.003294422,0.003689588,0.003253714,0.003257076,0.003644969,0.002954326,0.002953123,0.002206429,0.002201793,0.002189306,0.002194351,0.002918423,0.002916989,0.002491091,0.001954325,0.001941901,0.001935971,0.001844805,0.000876629,0.000876067,0.000870231,0.000870792,0.000832257,0.00083179,0.000827976,0.000828584,0.000813659,0.000814132,0.000810749,0.00081017,0.000771019,0.000770044,0.000765519,0.000766411
-0.3822,0.225096246,0.094658535,0.094639262,0.09441605,0.094443674,0.043307717,0.036635276,0.036614244,0.043088965,0.024325863,0.022948314,0.009960233,0.009955881,0.009928245,0.009928814,0.008364134,0.00836678,0.008325428,0.008320305,0.00610887,0.006105564,0.006059707,0.00605436,0.003722136,0.003680748,0.003292984,0.003295529,0.003691971,0.003253812,0.003251653,0.003646639,0.002957222,0.002958038,0.002198635,0.002201349,0.002189446,0.002185986,0.002921033,0.002922197,0.002491878,0.001954841,0.001942125,0.001935798,0.001844262,0.000876408,0.000876785,0.000870935,0.000870507,0.000831856,0.000832202,0.000828628,0.000828146,0.000814033,0.000813594,0.000810292,0.000810529,0.000769858,0.000770459,0.000765782,0.000765304
-0.3824,0.225096273,0.09466101,0.094634955,0.094414923,0.094446175,0.04330825,0.036637132,0.036610748,0.043091139,0.024326007,0.022947881,0.009960582,0.009955216,0.009928202,0.009929317,0.008363164,0.008367263,0.008325059,0.008320557,0.006109657,0.006104586,0.006059988,0.006054287,0.00372199,0.003680592,0.003292638,0.003295803,0.003692166,0.003253975,0.003251276,0.003646769,0.002957045,0.002958309,0.002198081,0.002201915,0.002189778,0.002185643,0.002921304,0.002922439,0.002491892,0.001954786,0.001942091,0.001935757,0.001844231,0.000876304,0.00087687,0.000870941,0.00087052,0.000831797,0.000832218,0.000828679,0.000828108,0.000814067,0.000813498,0.000810258,0.000810616,0.000769791,0.000770423,0.000765933,0.000765187
-0.3856,0.225104359,0.094664681,0.094632011,0.09440676,0.094441473,0.043339461,0.036612574,0.036580264,0.043116226,0.02433198,0.022942033,0.009961232,0.009955829,0.009926611,0.009930536,0.008363864,0.008367731,0.008326034,0.008319769,0.006109063,0.006103926,0.006059253,0.006052454,0.003724372,0.003682334,0.003290813,0.003294537,0.003693729,0.003252304,0.003248968,0.003647855,0.002960637,0.002961816,0.002194753,0.002198845,0.002187128,0.002182042,0.002923987,0.002925434,0.002492346,0.001955135,0.001942428,0.001935569,0.001843754,0.000876554,0.000877074,0.000871222,0.000870612,0.000831793,0.000832434,0.000828703,0.000828089,0.000814178,0.000813541,0.000810216,0.000810583,0.000769471,0.000770259,0.00076549,0.000764844
-0.3871,0.225108033,0.094656827,0.094635946,0.094411517,0.094435402,0.043351419,0.03659494,0.036574767,0.043129472,0.024334432,0.022939187,0.009960252,0.009956938,0.009927658,0.00993024,0.008364141,0.008367176,0.008325135,0.008320488,0.006107589,0.006104578,0.006057893,0.006053154,0.003724987,0.003682754,0.003290872,0.003293214,0.003694614,0.003250677,0.003248802,0.003648459,0.00296218,0.002962936,0.002194511,0.002196747,0.002184882,0.002181871,0.002925654,0.002926706,0.002492622,0.001955233,0.001942505,0.001935468,0.00184356,0.000876698,0.000877081,0.000871204,0.000870793,0.000831866,0.000832326,0.000828663,0.00082819,0.000814023,0.000813703,0.000810337,0.000810543,0.000769459,0.000769949,0.000765306,0.000764844
-0.3919,0.225126005,0.094658743,0.094623142,0.094398435,0.094441804,0.043395359,0.036560143,0.0365226,0.043174816,0.024342674,0.022929189,0.009962829,0.009955909,0.009927938,0.009930837,0.008363877,0.008368904,0.008326788,0.008320285,0.006108283,0.006101421,0.006058167,0.006050011,0.003728308,0.003685106,0.003287196,0.003291631,0.00369783,0.003248405,0.00324453,0.003650776,0.002966829,0.002968451,0.002187882,0.002193291,0.002181148,0.002175282,0.002930392,0.002932122,0.00249374,0.001956193,0.001942964,0.001935201,0.001842917,0.000876833,0.00087752,0.000871571,0.000870934,0.000831804,0.000832397,0.000828918,0.000828159,0.000814326,0.000813571,0.000810094,0.000810668,0.000768886,0.000769805,0.000765128,0.000764195
