parameter,"(8,8)[0]","(9,8)[0]","(8,9)[0]","(7,8)[0]","(8,7)[0]","(9,9)[0]","(9,7)[0]","(7,9)[0]","(7,7)[0]","(8,8)[1]","(8,8)[2]","(9,8)[1]","(8,9)[1]","(7,8)[1]","(8,7)[1]","(8,9)[2]","(9,8)[2]","(8,7)[2]","(7,8)[2]","(10,8)[0]","(8,10)[0]","(8,6)[0]","(6,8)[0]","(9,9)[1]","(9,9)[2]","(7,9)[1]","(9,7)[1]","(7,7)[1]","(9,7)[2]","(7,9)[2]","(7,7)[2]","(9,10)[0]","(10,9)[0]","(7,10)[0]","(10,7)[0]","(9,6)[0]","(6,9)[0]","(6,7)[0]","(7,6)[0]","(8,8)[3]","(8,8)[4]","(8,8)[5]","(8,8)[6]","(8,8)[7]","(8,9)[3]","(9,8)[3]","(8,7)[3]","(7,8)[3]","(8,9)[4]","(9,8)[4]","(8,7)[4]","(7,8)[4]","(9,8)[5]","(8,9)[5]","(7,8)[5]","(8,7)[5]","(8,9)[6]","(9,8)[6]","(8,7)[6]","(7,8)[6]"
-0.04819,0.224517603,0.094813004,0.094807036,0.094585532,0.094592385,0.040392078,0.039455078,0.03944919,0.040194292,0.023754393,0.023580806,0.009940092,0.009940569,0.009911574,0.00991384,0.008356625,0.008357606,0.008317644,0.008316392,0.006156434,0.006155445,0.006106918,0.006105211,0.00352997,0.003523802,0.003463369,0.003464151,0.003502756,0.003452789,0.003452123,0.00349123,0.00262393,0.002624246,0.002519234,0.00251999,0.002506585,0.002505734,0.002592514,0.002593065,0.002458509,0.001948444,0.001931326,0.001908234,0.00189129,0.000858091,0.000858148,0.000852917,0.000852713,0.000841787,0.000841952,0.000836683,0.000836456,0.000805678,0.000805647,0.00080269,0.000802819,0.000789991,0.000790169,0.000786399,0.000786498
-0.05278,0.224519057,0.094811513,0.094807196,0.094586484,0.0945904,0.040431466,0.039415205,0.039411199,0.040233574,0.023762608,0.023572922,0.00994011,0.009940952,0.009911857,0.009913968,0.008356698,0.008357399,0.008317459,0.008316514,0.006155986,0.006155331,0.006106479,0.006105215,0.003532406,0.003526201,0.003461093,0.003461644,0.003505187,0.003450144,0.003449664,0.003493601,0.002628448,0.002628665,0.002514862,0.002515393,0.00250206,0.002501418,0.002596986,0.002597458,0.002458683,0.001948408,0.001931353,0.001908832,0.001890619,0.000858221,0.000858275,0.000853026,0.000852877,0.000841654,0.000841866,0.000836528,0.000836409,0.000805709,0.000805727,0.00080278,0.00080291,0.00078993,0.000790055,0.000786276,0.000786356
-0.05662,0.224524193,0.094808728,0.094809259,0.094589301,0.094587805,0.040463548,0.039379801,0.039380113,0.040265208,0.023768943,0.023565503,0.009941579,0.009938413,0.009913966,0.009910882,0.008357433,0.008357523,0.008317222,0.008317532,0.006155763,0.006155332,0.006105316,0.006106032,0.003534542,0.003528261,0.003459541,0.003459445,0.003507287,0.003447852,0.003447966,0.003495743,0.002632172,0.002632361,0.002511286,0.002511506,0.002497771,0.002498133,0.002600909,0.002600631,0.002458622,0.001948559,0.001931579,0.001909326,0.001890084,0.0008583,0.000858441,0.00085299,0.000853151,0.000841662,0.000841647,0.00083637,0.000836263,0.000805887,0.000805784,0.000803079,0.000802983,0.000790003,0.000789753,0.000786233,0.000785995
-0.05716,0.224523843,0.094809098,0.094809634,0.094588683,0.094587176,0.040468647,0.039375332,0.03937565,0.040269398,0.023769923,0.023564571,0.009941678,0.009938529,0.009913942,0.009910873,0.008357443,0.008357549,0.008317188,0.00831751,0.006155823,0.006155393,0.006105256,0.006105973,0.003534856,0.003528578,0.003459264,0.003459171,0.003507559,0.003447568,0.003447682,0.003495987,0.002632748,0.002632936,0.002510794,0.002511014,0.002497259,0.002497622,0.002601402,0.002601124,0.002458652,0.001948553,0.001931581,0.001909414,0.001890012,0.000858322,0.000858463,0.000853008,0.000853169,0.000841654,0.00084164,0.000836358,0.000836253,0.0008059,0.0008058,0.000803084,0.000802992,0.000789998,0.000789748,0.000786219,0.000785981
-0.05755,0.224524448,0.094808405,0.094808386,0.094589569,0.094588468,0.040471114,0.039372242,0.039372163,0.040273604,0.023770673,0.023563936,0.009941626,0.0099384,0.009914046,0.00991101,0.008357239,0.008357395,0.008317248,0.008317544,0.006155651,0.006155124,0.006105356,0.006106034,0.003534982,0.00352866,0.003459021,0.003458965,0.003507816,0.003447343,0.003447423,0.003496254,0.002633012,0.002633226,0.002510343,0.002510615,0.002496913,0.002497246,0.002601845,0.002601574,0.002458658,0.001948531,0.001931569,0.001909444,0.001889946,0.000858321,0.000858469,0.000853028,0.000853185,0.000841626,0.00084162,0.000836355,0.000836247,0.000805892,0.000805787,0.000803092,0.000803005,0.000789976,0.000789727,0.000786214,0.000785969
-0.05809,0.224524824,0.09480907,0.094809338,0.094588722,0.094587642,0.040476446,0.039367593,0.039367589,0.040277581,0.023771568,0.023562911,0.009941706,0.009938426,0.009913973,0.009910872,0.00835735,0.008357475,0.008317188,0.008317462,0.006155719,0.006155221,0.006105232,0.006105912,0.003535344,0.003528999,0.003458758,0.003458694,0.003508064,0.003447039,0.003447126,0.003496462,0.002633601,0.002633814,0.002509841,0.002510106,0.002496368,0.002496708,0.002602311,0.002602037,0.002458651,0.001948517,0.001931556,0.001909511,0.001889864,0.000858339,0.00085849,0.000853036,0.000853196,0.000841613,0.000841597,0.00083633,0.000836214,0.000805904,0.000805794,0.000803097,0.000803002,0.000789969,0.000789719,0.000786189,0.000785945
-0.06602,0.224527798,0.094811313,0.094802347,0.094583226,0.094593445,0.040544666,0.039304686,0.039296601,0.040346415,0.023786255,0.023548456,0.00994239,0.009938774,0.009913692,0.00991244,0.008356554,0.008358644,0.008317744,0.008315302,0.006155685,0.006154134,0.00610593,0.006104362,0.003539623,0.003532985,0.003453639,0.003456222,0.003512193,0.00344375,0.003440556,0.003500414,0.002641268,0.002641643,0.002501836,0.002502963,0.002489266,0.002488202,0.002609788,0.002610067,0.002459035,0.001948396,0.001931431,0.001910783,0.001888467,0.000858602,0.000858944,0.000853413,0.000853164,0.000841337,0.000841408,0.00083619,0.000835877,0.000806015,0.000805691,0.000803191,0.000803365,0.000789688,0.000789663,0.000785912,0.000785711
-0.07173,0.224527793,0.094808769,0.094801542,0.09458436,0.094592385,0.040593906,0.039255553,0.039249167,0.040396818,0.023796473,0.023538578,0.009942662,0.009939191,0.009914243,0.009912736,0.008356442,0.008358578,0.008317198,0.008314935,0.006155324,0.006153846,0.006105425,0.006104246,0.003542673,0.003535954,0.003450644,0.003453148,0.003515142,0.003440354,0.003437268,0.003503253,0.002646907,0.002647274,0.002496354,0.002497376,0.002483605,0.002482757,0.002615454,0.00261564,0.002459336,0.001948279,0.001931462,0.001911526,0.00188765,0.000858807,0.000859147,0.000853575,0.000853358,0.000841183,0.000841262,0.000836013,0.000835732,0.000806079,0.000805763,0.000803327,0.000803503,0.000789567,0.000789503,0.000785709,0.000785522
-0.07321,0.224528923,0.094805412,0.094804306,0.094587712,0.094589543,0.040605753,0.039240461,0.039238896,0.040410376,0.023798956,0.023535915,0.009939784,0.00994178,0.009912113,0.009914985,0.008356634,0.008356821,0.008317088,0.008316482,0.00615423,0.006154296,0.006105391,0.006104496,0.003543259,0.003536532,0.003450556,0.003450729,0.003516108,0.003438497,0.00343835,0.003504175,0.002648429,0.002648402,0.002495178,0.002495291,0.002482115,0.002481822,0.002616903,0.002617248,0.00245935,0.001948232,0.001931449,0.001911722,0.001887434,0.000858929,0.000858886,0.000853693,0.000853566,0.000841072,0.000841202,0.000835871,0.000835846,0.000805977,0.00080604,0.000803303,0.000803414,0.000789383,0.000789545,0.000785488,0.000785681
-0.07374,0.224528334,0.094807276,0.094805577,0.094581917,0.094589665,0.040615639,0.039236647,0.039232211,0.04041219,0.0237997,0.023534428,0.009939699,0.009943027,0.009910647,0.009915154,0.008356517,0.008358677,0.008316246,0.008316786,0.006154683,0.006154501,0.006105115,0.006103902,0.003543941,0.003537005,0.003450074,0.003452099,0.003516159,0.003438789,0.00343804,0.00350418,0.002649226,0.002649251,0.002494413,0.00249515,0.002481607,0.002481007,0.002617174,0.002617476,0.002459479,0.001948311,0.001931544,0.001911502,0.001887113,0.000858957,0.000859146,0.000853648,0.000853544,0.000841023,0.000841215,0.000835688,0.000835795,0.000805664,0.000806281,0.000803077,0.000803792,0.000788761,0.000789624,0.000785268,0.000785462
-0.07431,0.224529508,0.094806735,0.094803796,0.09458649,0.094588906,0.040615838,0.039231669,0.039228894,0.040419178,0.023800793,0.023533889,0.00994116,0.009940632,0.009913371,0.009913574,0.008356441,0.008357276,0.008317032,0.008316391,0.006154779,0.006153919,0.006105106,0.006104462,0.003543931,0.003537203,0.00344981,0.003450332,0.003516624,0.003438023,0.003437613,0.003504681,0.002649402,0.002649779,0.00249391,0.002494501,0.002481071,0.0024807,0.002617952,0.00261821,0.002459396,0.001948225,0.001931494,0.001911883,0.001887288,0.000858895,0.00085903,0.000853695,0.000853622,0.000841049,0.000841196,0.000835905,0.000835736,0.000806068,0.000806015,0.000803348,0.000803424,0.000789462,0.000789434,0.000785566,0.00078552
-0.07834,0.2245314,0.094806468,0.094805652,0.094580942,0.094588257,0.040655364,0.039197524,0.0391936,0.040450914,0.023807511,0.023526062,0.009939781,0.009943154,0.009910667,0.009915089,0.0083567,0.008358681,0.008316209,0.008316768,0.006154434,0.00615443,0.006104792,0.006103615,0.003546449,0.003539431,0.003447762,0.003449707,0.003518577,0.003436235,0.003435521,0.003506469,0.002653806,0.002653775,0.002490055,0.00249072,0.002477194,0.002476629,0.002621578,0.002621877,0.002459618,0.001948251,0.001931593,0.001912094,0.001886492,0.000859138,0.000859313,0.00085381,0.000853711,0.00084089,0.00084106,0.000835539,0.00083564,0.000805755,0.000806364,0.000803198,0.000803892,0.000788641,0.000789508,0.000785097,0.000785297
-0.08319,0.224529914,0.094809852,0.094805648,0.094581259,0.094583323,0.040701092,0.039156364,0.039154403,0.04049275,0.023816672,0.023518559,0.009942906,0.009942152,0.009913679,0.009913759,0.008356643,0.008356365,0.008316131,0.008314477,0.006154373,0.006154179,0.006103778,0.006103393,0.003548882,0.003541777,0.003444885,0.003445311,0.003520909,0.003432737,0.003430961,0.003508747,0.002658956,0.002658851,0.002485697,0.002485697,0.002472278,0.002471875,0.002626419,0.002626397,0.002459913,0.001947808,0.001931375,0.00191306,0.001885978,0.000859338,0.000859288,0.000853938,0.000853756,0.0008409,0.000840871,0.000835456,0.000835463,0.000806212,0.000805983,0.00080357,0.000803499,0.000789228,0.000789245,0.000785182,0.000785153
-0.0854,0.224532109,0.094805327,0.094809738,0.094583368,0.094580408,0.040720027,0.039135463,0.039138051,0.040511375,0.023820474,0.023514576,0.009942654,0.00994248,0.009913999,0.009913454,0.008356578,0.008356328,0.008314338,0.008316316,0.006153839,0.006154334,0.006103023,0.006103849,0.003550058,0.003542853,0.003444436,0.003443501,0.00352208,0.003429601,0.003431633,0.003509838,0.002661121,0.002660952,0.002483731,0.002483397,0.002469583,0.00247035,0.002628653,0.002628375,0.002459988,0.00194775,0.001931403,0.001913333,0.001885681,0.000859415,0.000859381,0.00085378,0.000854081,0.000840836,0.000840761,0.000835309,0.000835456,0.000806021,0.000806257,0.000803593,0.000803579,0.000789187,0.000789137,0.000785089,0.00078507
-0.08614,0.224533237,0.094803768,0.094807372,0.094583684,0.094581923,0.0407247,0.039129116,0.039130851,0.040518405,0.023821221,0.023512864,0.009940735,0.009943429,0.009912384,0.009914737,0.00835635,0.00835634,0.008315833,0.008317455,0.006153519,0.00615408,0.006103936,0.006104069,0.003550348,0.003543121,0.003443955,0.0034433,0.003522957,0.003429401,0.003431253,0.003510616,0.002661683,0.002661553,0.002482883,0.002482657,0.002469159,0.002469548,0.002629424,0.002629514,0.002459961,0.001948039,0.001931474,0.001913409,0.001885817,0.000859425,0.000859372,0.000853924,0.000854079,0.000840702,0.000840758,0.000835347,0.000835497,0.000806021,0.00080634,0.000803583,0.000803688,0.000789068,0.000789184,0.000785041,0.000785209
-0.08911,0.224535838,0.094802948,0.094807467,0.094583737,0.094580045,0.040750239,0.039103127,0.039106306,0.040543621,0.023826323,0.02350769,0.00994064,0.009943692,0.009912616,0.009914738,0.008356445,0.008356442,0.008315631,0.008317663,0.006153285,0.006153979,0.006103442,0.006104009,0.003551932,0.003544659,0.00344255,0.003441731,0.003524553,0.003427617,0.003429669,0.003512097,0.002664607,0.002664439,0.002480084,0.002479729,0.002466147,0.002466785,0.002632347,0.002632305,0.002460116,0.001948039,0.001931549,0.0019138,0.001885375,0.000859553,0.000859484,0.000854022,0.000854224,0.000840617,0.000840664,0.000835217,0.000835434,0.000806061,0.000806436,0.000803686,0.000803776,0.000788986,0.000789049,0.00078493,0.000785085
-0.08975,0.224536299,0.094803346,0.094807789,0.094582996,0.094579935,0.040756021,0.039098263,0.039100922,0.040548417,0.023827359,0.023506363,0.009940821,0.009943589,0.009912471,0.009914618,0.008356505,0.008356396,0.008315659,0.008317494,0.006153332,0.006153975,0.006103446,0.006103871,0.003552339,0.003545007,0.003442186,0.003441428,0.003524811,0.003427341,0.003429291,0.003512362,0.002665263,0.002665111,0.002479484,0.002479195,0.002465633,0.002466162,0.002632876,0.002632868,0.002460097,0.001947982,0.001931522,0.001913851,0.001885332,0.000859584,0.000859523,0.000854047,0.00085423,0.000840584,0.000840633,0.000835195,0.000835375,0.000806093,0.000806423,0.00080368,0.000803774,0.000788968,0.000789064,0.000784902,0.000785056
-0.09573,0.224544869,0.094804699,0.094803583,0.094580441,0.094582554,0.040807178,0.039049271,0.039047882,0.040600962,0.023837833,0.023495968,0.009942646,0.009942019,0.009914181,0.009914355,0.00835651,0.008356407,0.008315412,0.00831555,0.006153118,0.006153115,0.006103137,0.006103047,0.003555439,0.00354798,0.003438523,0.003438375,0.003527752,0.003424012,0.003424101,0.003515261,0.002671034,0.002670945,0.002473504,0.002473473,0.002459875,0.002459932,0.002638745,0.002638646,0.002460455,0.001947597,0.001931673,0.001914968,0.001884194,0.000859823,0.000859775,0.00085425,0.000854312,0.000840451,0.000840404,0.000835162,0.00083522,0.000806284,0.000806318,0.000803927,0.000803918,0.000788776,0.0007888,0.000784712,0.000784688
-0.09577,0.22454516,0.094804447,0.094802647,0.09458079,0.094583238,0.040806947,0.039049122,0.039047249,0.0406017,0.023837919,0.023495892,0.009942584,0.009941942,0.009914165,0.009914472,0.008356501,0.008356394,0.008315528,0.008315573,0.006153062,0.006153016,0.006103243,0.006103057,0.003555428,0.003547968,0.003438497,0.003438378,0.003527821,0.00342402,0.003424065,0.003515326,0.002671015,0.002670929,0.002473434,0.002473431,0.002459878,0.002459868,0.002638804,0.002638742,0.002460458,0.001947611,0.001931679,0.001914967,0.001884183,0.000859823,0.000859773,0.000854267,0.000854312,0.000840441,0.0008404,0.000835167,0.000835219,0.000806288,0.000806312,0.000803937,0.000803925,0.000788762,0.000788796,0.000784712,0.000784689
-0.09812,0.224547433,0.094803776,0.094803762,0.094579669,0.094581518,0.040828032,0.039028114,0.039027876,0.040621084,0.023842028,0.023491831,0.009942793,0.009942159,0.009914404,0.009914297,0.008356747,0.008356418,0.008315509,0.008315446,0.00615282,0.00615305,0.006102927,0.0061028,0.003556795,0.003549272,0.003437328,0.003437101,0.003528961,0.003422668,0.003422759,0.003516433,0.002673441,0.002673297,0.002471235,0.00247099,0.00245753,0.002457646,0.002641022,0.002640952,0.002460617,0.001947616,0.001931786,0.001915304,0.001883824,0.000859943,0.000859886,0.000854359,0.000854404,0.000840394,0.000840336,0.000835118,0.00083513,0.00080639,0.000806378,0.000804019,0.00080398,0.000788699,0.000788717,0.000784571,0.000784601
-0.1029,0.224555913,0.094800585,0.09480247,0.094580787,0.094578941,0.040866613,0.038985534,0.038987348,0.040660935,0.023849053,0.023482186,0.009941554,0.009941544,0.009913639,0.009913758,0.008357758,0.008356951,0.008317044,0.008316957,0.00615235,0.006153032,0.006102983,0.006103165,0.003559601,0.003551845,0.003435245,0.003434778,0.003532028,0.003420168,0.003420396,0.003519205,0.002678102,0.00267782,0.002466748,0.002466255,0.002452962,0.002453236,0.002645784,0.002645704,0.002460571,0.001947947,0.001932057,0.001915902,0.001883463,0.000860195,0.000860064,0.00085462,0.000854633,0.000840179,0.000840115,0.000834956,0.000835004,0.000806558,0.000806534,0.000804246,0.000804144,0.000788519,0.000788547,0.000784402,0.000784492
-0.1063,0.224560649,0.094801795,0.094802036,0.094577295,0.094577868,0.04089683,0.038957613,0.038957337,0.040687205,0.023854661,0.023475959,0.009943138,0.009940664,0.009914163,0.009911715,0.008358138,0.008358307,0.008316897,0.008317064,0.006152842,0.006152597,0.00610244,0.00610269,0.003561576,0.003553845,0.003433437,0.003433479,0.003533738,0.00341844,0.003418428,0.003520803,0.002681386,0.002681487,0.002463263,0.002463374,0.00244977,0.002449856,0.002648928,0.002648783,0.002460557,0.001948091,0.001932201,0.00191612,0.00188314,0.000860296,0.000860361,0.000854731,0.000854799,0.000840179,0.000840098,0.00083475,0.000834669,0.000806665,0.000806609,0.00080433,0.000804292,0.000788547,0.000788428,0.000784341,0.000784188
-0.1108,0.224562329,0.094799771,0.094802521,0.09457697,0.094574913,0.040936307,0.038919052,0.038921139,0.040726602,0.023863058,0.023468008,0.009941682,0.009943256,0.009913511,0.009914654,0.008357602,0.008357235,0.008316576,0.008316884,0.00615195,0.006152679,0.006102084,0.006102265,0.003564063,0.003555628,0.003431076,0.003430798,0.003536046,0.003415521,0.003415818,0.003522657,0.002686076,0.002685803,0.002459222,0.002458834,0.002445444,0.002445642,0.002653214,0.00265316,0.002461007,0.001947716,0.00193218,0.001916866,0.001882417,0.000860588,0.000860481,0.000854979,0.000854985,0.000839919,0.000839881,0.000834606,0.000834712,0.00080659,0.00080673,0.000804275,0.000804305,0.000788279,0.000788356,0.000784029,0.000784147
-0.1169,0.224568041,0.094800716,0.094803497,0.094575024,0.094570403,0.040991096,0.038867269,0.038870922,0.040776163,0.023873847,0.023457088,0.009942796,0.009943979,0.009913491,0.009913735,0.008358512,0.008357864,0.008315197,0.008315462,0.006151986,0.006152683,0.006100572,0.006101237,0.003567522,0.003558995,0.003428181,0.00342774,0.003538809,0.003412015,0.003412315,0.00352523,0.002692332,0.002692071,0.002453638,0.002453191,0.002439382,0.002439863,0.002658886,0.002658647,0.002461165,0.001947399,0.001932211,0.001917431,0.001881564,0.000860941,0.000860838,0.0008552,0.000855235,0.000839836,0.000839773,0.000834159,0.000834283,0.000806743,0.000806782,0.000804494,0.000804413,0.000788181,0.000788193,0.00078369,0.00078377
-0.1185,0.22457128,0.09480007,0.094799998,0.094572709,0.0945748,0.041002799,0.038854882,0.038853587,0.040791935,0.023876142,0.02345374,0.009940876,0.009943746,0.009912111,0.009915298,0.008357647,0.008357631,0.008316892,0.008316956,0.006151493,0.006151954,0.006101818,0.006101112,0.003568317,0.003559847,0.003427039,0.003427056,0.003540199,0.003411502,0.003411587,0.003526777,0.00269361,0.002693427,0.002451628,0.002451518,0.002438289,0.002437937,0.002660452,0.002660771,0.002461344,0.001947657,0.001932438,0.001917856,0.001881352,0.000860955,0.000860868,0.00085538,0.000855306,0.000839554,0.000839597,0.000834321,0.000834401,0.000806932,0.000807075,0.000804599,0.00080468,0.000787858,0.000788057,0.000783642,0.000783816
