parameter,"(32,32)[0]","(33,32)[0]","(32,33)[0]","(32,31)[0]","(31,32)[0]","(33,33)[0]","(33,31)[0]","(31,33)[0]","(31,31)[0]","(32,32)[1]","(32,32)[2]","(33,32)[1]","(32,33)[1]","(32,31)[1]","(31,32)[1]","(33,32)[2]","(32,33)[2]","(32,31)[2]","(31,32)[2]","(34,32)[0]","(32,34)[0]","(32,30)[0]","(30,32)[0]","(33,33)[1]","(33,33)[2]","(33,31)[1]","(31,33)[1]","(33,31)[2]","(31,33)[2]","(31,31)[1]","(31,31)[2]","(34,33)[0]","(33,34)[0]","(34,31)[0]","(31,34)[0]","(33,30)[0]","(30,33)[0]","(32,32)[3]","(31,30)[0]","(30,31)[0]","(32,32)[4]","(32,32)[5]","(32,32)[6]","(32,32)[7]","(33,32)[3]","(32,33)[3]","(33,32)[4]","(32,33)[4]","(33,32)[5]","(32,33)[5]","(32,31)[3]","(31,32)[3]","(33,32)[6]","(32,33)[6]","(32,31)[4]","(31,32)[4]","(32,31)[5]","(31,32)[5]","(32,31)[6]","(31,32)[6]"
-0.169,0.188915365,0.089769836,0.089559247,0.084613195,0.084396655,0.0436862,0.038821145,0.038627038,0.038738274,0.025311501,0.024957142,0.01181504,0.011785289,0.01108798,0.011060731,0.0105834,0.010554705,0.009828322,0.00979998,0.008090736,0.008050614,0.007082456,0.007042488,0.005052299,0.005044558,0.004557882,0.004534264,0.004485733,0.004461078,0.00440076,0.004391939,0.00397666,0.003966442,0.0033577,0.003331453,0.003123477,0.003097355,0.003224896,0.003268261,0.003258402,0.002762865,0.002720916,0.002678894,0.002662448,0.001341967,0.001338138,0.001304673,0.001300919,0.001258227,0.00125514,0.001240017,0.001235656,0.001242674,0.001239053,0.001210309,0.00120627,0.001182471,0.001178842,0.001152238,0.00114982
-0.176,0.188914808,0.089812174,0.089499318,0.084658803,0.08436414,0.043735641,0.038813143,0.038539822,0.038794941,0.025319833,0.024948596,0.011820573,0.011780447,0.011096775,0.011056622,0.010587953,0.010545178,0.009833272,0.00979461,0.0080984,0.008037966,0.007090416,0.00703698,0.005056276,0.005047402,0.00455844,0.004524795,0.004485221,0.004450658,0.004405467,0.004396041,0.003987668,0.003971876,0.00335497,0.003317475,0.00312127,0.00308596,0.003225685,0.003278294,0.003265066,0.002762311,0.002721139,0.002678463,0.002662379,0.001342259,0.001337419,0.001305281,0.001299141,0.001258729,0.001254418,0.001240925,0.001234986,0.001242964,0.001238445,0.001210927,0.001206084,0.001183312,0.001178122,0.001152555,0.001148983
-0.177,0.18891711,0.089822689,0.08952633,0.084647755,0.08433718,0.043765644,0.038800849,0.038528609,0.038786496,0.025321579,0.024947681,0.011824863,0.011782468,0.011094532,0.01105454,0.010590938,0.010546482,0.009830715,0.009793348,0.008101577,0.008041521,0.007087286,0.007029783,0.005059587,0.005049507,0.004558264,0.004523621,0.00448375,0.004449299,0.004403965,0.004396389,0.003992445,0.003975348,0.003353974,0.003316568,0.003118253,0.003082265,0.003226067,0.003277344,0.003262628,0.002761902,0.002721089,0.002678507,0.002662326,0.001343204,0.001337103,0.001305517,0.001299932,0.001258679,0.001254789,0.001240435,0.001234687,0.001243152,0.001238615,0.001210652,0.001205088,0.001183313,0.001177829,0.001152288,0.001148463
-0.182,0.188913327,0.089719946,0.089557295,0.084609365,0.084451949,0.043771906,0.038709035,0.038560892,0.038858678,0.025325867,0.024943382,0.011810508,0.011788389,0.011091827,0.011068866,0.010573406,0.010549983,0.009822667,0.009803902,0.008080403,0.008048175,0.00707897,0.007052387,0.005058322,0.005048085,0.004546555,0.004528485,0.004471464,0.004453229,0.004410257,0.004400026,0.003990235,0.003981666,0.00333884,0.003318161,0.003107381,0.003088401,0.003226664,0.003283133,0.003277025,0.002760717,0.002721576,0.002677363,0.002661855,0.001341352,0.001338101,0.001303837,0.001300438,0.00125697,0.001254788,0.001239641,0.001236744,0.001241667,0.001239215,0.001210354,0.001207507,0.00118196,0.001179327,0.001151631,0.001149389
-0.187,0.188942435,0.089779604,0.089552887,0.0845999,0.084399372,0.043836125,0.038685145,0.038495607,0.038861421,0.025332785,0.024933281,0.011815639,0.011789635,0.011090307,0.011059487,0.010584572,0.010552328,0.009826274,0.009799676,0.008091057,0.008046658,0.007075561,0.007040025,0.005065805,0.005056174,0.004547593,0.004523234,0.004472856,0.00444732,0.004409826,0.004401595,0.004001539,0.0039898,0.003336407,0.003309461,0.003101074,0.003078033,0.003226903,0.003284602,0.003275548,0.002761476,0.002721921,0.002677461,0.002662393,0.001342431,0.001338825,0.00130447,0.001299898,0.001258569,0.001255508,0.001240407,0.001236088,0.00124203,0.001238943,0.001209391,0.001206545,0.001182317,0.001178367,0.001150961,0.001148319
-0.189,0.188924897,0.089759534,0.08957786,0.0845897,0.084406013,0.043854647,0.038667801,0.03850378,0.038873999,0.025333916,0.024933976,0.011816164,0.011791421,0.011088463,0.011064785,0.010578907,0.01055312,0.009820822,0.009797815,0.008086475,0.008051016,0.007076059,0.007041419,0.005066333,0.005055603,0.004544432,0.004523824,0.004467843,0.004447359,0.004410336,0.004400461,0.004002975,0.003993695,0.003332959,0.003310397,0.003099995,0.00307824,0.003227242,0.003287212,0.003278616,0.002760494,0.002721617,0.002676981,0.00266161,0.001342145,0.001338722,0.001303867,0.001300612,0.001257618,0.001255014,0.001239829,0.001236578,0.001241986,0.001239215,0.001209967,0.001206456,0.001181954,0.001178675,0.001150681,0.001148513
-0.193,0.188937587,0.089760293,0.089552077,0.084621549,0.084398646,0.043874431,0.038649607,0.038456606,0.038912873,0.025335791,0.024925418,0.011816908,0.011785954,0.011091063,0.011061751,0.010581082,0.010549331,0.009824813,0.009799129,0.008087161,0.008045942,0.007080453,0.00704185,0.005068193,0.005057169,0.004543986,0.004519862,0.004467163,0.004443501,0.004414024,0.004404538,0.004007804,0.003996307,0.003329177,0.003303561,0.003097154,0.003072506,0.003227312,0.003293264,0.003283901,0.002760336,0.002722257,0.002676948,0.002661809,0.001342507,0.001337994,0.001303589,0.001299999,0.001257803,0.001255035,0.001240212,0.001236493,0.001241793,0.001238779,0.001210321,0.001206523,0.001182303,0.001178513,0.001150948,0.001148034
-0.205,0.188970126,0.089677059,0.08955896,0.084606715,0.08447857,0.043931272,0.038520421,0.038411797,0.039026766,0.025347652,0.024909185,0.011804864,0.011787698,0.011089374,0.011073954,0.010569502,0.010553066,0.009826496,0.00980975,0.008068074,0.008045994,0.007077836,0.007054952,0.005070906,0.005059838,0.004532087,0.00451866,0.004454288,0.004440096,0.004425169,0.004415394,0.004014078,0.004008281,0.003307451,0.003293573,0.003080713,0.003066774,0.003228203,0.003308283,0.003302561,0.002759438,0.00272273,0.002675854,0.002662727,0.001340882,0.001338532,0.00130131,0.001299576,0.00125704,0.001255142,0.001240611,0.001238451,0.001240086,0.001238169,0.001210146,0.001207877,0.001181928,0.001179826,0.001149866,0.001148717
-0.212,0.188985268,0.089694963,0.089512397,0.084652426,0.084457303,0.043964746,0.038501816,0.038336106,0.03908142,0.025351082,0.024900677,0.011806515,0.011779882,0.011093673,0.011071096,0.010573767,0.010547181,0.009833825,0.00980998,0.008071545,0.008035901,0.007084901,0.0070514,0.005073939,0.005061989,0.00453286,0.004512003,0.004453245,0.004432702,0.004430734,0.004422001,0.004021296,0.004011484,0.003303507,0.003281807,0.003077902,0.003057052,0.003228357,0.003317466,0.003309374,0.002759588,0.002723182,0.002675877,0.002663383,0.001341036,0.001337245,0.001301164,0.001298314,0.001257551,0.001254996,0.001241325,0.001238451,0.001239773,0.001237383,0.001210866,0.00120765,0.001182706,0.001179667,0.001150289,0.001148306
-0.215,0.188978717,0.089769616,0.089517803,0.084628622,0.084392812,0.044034915,0.038504419,0.038284463,0.039069434,0.025356196,0.024901736,0.011816158,0.011786051,0.011095766,0.011061061,0.010580396,0.010550113,0.009831371,0.009796664,0.0080838,0.008038986,0.007082317,0.007036408,0.005081362,0.005068749,0.004533752,0.004507783,0.004453432,0.004424509,0.00442872,0.004416342,0.004032777,0.004021604,0.003305142,0.003276607,0.003076772,0.003046575,0.003229356,0.003317874,0.003306209,0.002759414,0.002723517,0.002675146,0.002662836,0.001342569,0.001338815,0.001303099,0.001298884,0.00125867,0.001254613,0.001241611,0.00123635,0.001241192,0.001237055,0.001211012,0.001207151,0.001182443,0.001178437,0.001149579,0.001147225
-0.22,0.188972284,0.089714865,0.089523577,0.084623708,0.084444917,0.044054354,0.038445632,0.038283752,0.039128804,0.025360859,0.024896047,0.011811536,0.011788472,0.011095955,0.011071036,0.01057211,0.010547668,0.009826319,0.009802245,0.008073341,0.008038688,0.007078857,0.007047398,0.005080894,0.005067384,0.004527467,0.004508001,0.004444621,0.004424183,0.004432989,0.004420794,0.004034915,0.004025626,0.003294825,0.003274354,0.003068287,0.003048177,0.003230676,0.003324202,0.003316025,0.002757914,0.002723532,0.002674907,0.002662402,0.001341764,0.001338506,0.001301954,0.001298893,0.00125736,0.001254693,0.001241134,0.001237652,0.001239876,0.001237617,0.001210898,0.001207993,0.001181931,0.001179345,0.001149346,0.001147561
-0.221,0.189001468,0.089671234,0.089512592,0.084637031,0.084486599,0.04402828,0.038421152,0.038280908,0.03915596,0.025360432,0.024892685,0.011802315,0.011784456,0.011095324,0.011072982,0.010569048,0.010549563,0.009832163,0.009811554,0.008064946,0.008036473,0.007082131,0.00705264,0.005079113,0.005066175,0.004526058,0.004509391,0.004444066,0.004426546,0.004437591,0.004426022,0.004030537,0.004023483,0.003290922,0.003272694,0.003066964,0.003047537,0.003229483,0.003327744,0.003320048,0.002759178,0.002723677,0.002674886,0.002663861,0.001340957,0.001338626,0.001301313,0.001298508,0.001257447,0.001255115,0.001241521,0.001238457,0.001239439,0.001236715,0.001210965,0.00120854,0.001182375,0.00117989,0.001149707,0.001148015
-0.223,0.188978908,0.08964256,0.089547826,0.08459263,0.084521095,0.044057849,0.038377145,0.038306085,0.03917337,0.025363166,0.024890901,0.011801162,0.011792628,0.011092307,0.011080609,0.010562004,0.010551141,0.009822733,0.009812892,0.008059864,0.008042786,0.007074113,0.007060748,0.005080136,0.005066044,0.004520005,0.004511766,0.004435904,0.004428237,0.004437471,0.004424782,0.004033504,0.004028929,0.003284682,0.003275274,0.003060163,0.00305141,0.003231152,0.003328468,0.003324831,0.002757387,0.00272365,0.002675213,0.002662454,0.00134027,0.001339285,0.001300768,0.001299011,0.001256195,0.001255077,0.001240344,0.001239412,0.001238819,0.001237903,0.001210338,0.00120926,0.001181358,0.001180498,0.001149032,0.001148227
-0.226,0.189018592,0.089696115,0.089510553,0.084634479,0.084465545,0.044071296,0.038396114,0.038233366,0.039175441,0.025355541,0.024883722,0.011801384,0.011781027,0.0110932,0.011065047,0.010574436,0.010552156,0.009835419,0.009810459,0.008070939,0.008037475,0.007083011,0.007047304,0.005084997,0.005071154,0.004525814,0.004506954,0.004443332,0.00442111,0.00444015,0.004428247,0.004038741,0.004030421,0.003288402,0.003266786,0.003063307,0.003037795,0.003227962,0.003332078,0.003323157,0.002759512,0.002725228,0.002675329,0.002664516,0.001341113,0.001338656,0.001301667,0.001298331,0.001258197,0.001255273,0.001241811,0.001237152,0.001239907,0.001236662,0.001210983,0.001208474,0.001182582,0.001179377,0.001149709,0.00114757
-0.242,0.18904177,0.089767564,0.089500686,0.084656172,0.084361233,0.044231598,0.038323412,0.038070933,0.03925618,0.025370284,0.024870955,0.011816247,0.011779764,0.01109503,0.011058989,0.010586414,0.010549461,0.009836188,0.009800191,0.008081915,0.00803208,0.007083591,0.007027683,0.005100264,0.00508397,0.00452363,0.004492995,0.004434011,0.004403172,0.004446847,0.0044327,0.004064876,0.004051842,0.003276368,0.003243759,0.003049728,0.003013401,0.003230773,0.003346509,0.003333061,0.002758702,0.002726564,0.002673084,0.002665275,0.001342896,0.001338173,0.001302322,0.001298123,0.001259366,0.001255542,0.001241755,0.001236946,0.001239959,0.001235319,0.001212141,0.001207397,0.001182781,0.001177739,0.001148776,0.001145583
-0.247,0.189023549,0.089709608,0.089519534,0.084623979,0.084424171,0.044264336,0.038252755,0.038080492,0.039314006,0.02537776,0.024868412,0.011813198,0.011786901,0.011096758,0.011069847,0.010574719,0.01054932,0.009830043,0.009803072,0.008068748,0.0080347,0.007077429,0.007040917,0.005100179,0.00508334,0.004515264,0.004494047,0.004423833,0.004401346,0.004451159,0.004436313,0.004067235,0.004058318,0.003264307,0.00324294,0.003039902,0.003017742,0.003233706,0.003352981,0.003343528,0.002757111,0.002726594,0.002671892,0.002664737,0.00134193,0.00133835,0.001301166,0.001298336,0.0012582,0.001255113,0.001241423,0.001237534,0.001238655,0.001235691,0.001212035,0.001208749,0.001181979,0.001178624,0.001148047,0.001146135
-0.248,0.18903058,0.089727779,0.089510409,0.08462185,0.084416676,0.044278546,0.038248565,0.03806184,0.039316531,0.025377928,0.024868657,0.011812887,0.011787652,0.011097232,0.011067157,0.010576774,0.010549649,0.009830228,0.009802127,0.008071562,0.00803308,0.007076129,0.007038661,0.005102303,0.00508526,0.004515538,0.004493267,0.004423213,0.004399459,0.004452713,0.004435855,0.004070077,0.004060328,0.00326385,0.003240411,0.003038935,0.003014937,0.003233148,0.003353237,0.003343466,0.002757262,0.002726637,0.00267159,0.002665025,0.00134204,0.001338682,0.001301762,0.001298255,0.00125846,0.001255052,0.001241587,0.001237454,0.001238863,0.001235702,0.001211868,0.001208675,0.001181793,0.001178724,0.001148034,0.001145863
-0.25,0.18905743,0.089843132,0.089475277,0.084668597,0.084280562,0.044332549,0.03829779,0.0379547,0.039296353,0.025378241,0.024870187,0.01182752,0.011782664,0.011103217,0.011050531,0.010595523,0.010548182,0.009839732,0.009789953,0.008093265,0.008026978,0.007084845,0.007004737,0.005110524,0.005092144,0.004524659,0.004483451,0.004430491,0.004388716,0.004452453,0.004434442,0.004081706,0.004065246,0.003272403,0.003227925,0.003044006,0.002989776,0.003233676,0.003355513,0.003335705,0.002758688,0.002727588,0.002671272,0.002666242,0.001344012,0.001338672,0.001303921,0.001298061,0.001260798,0.001255229,0.001242597,0.001235701,0.001240872,0.001233886,0.0012129,0.001206838,0.001183056,0.001176426,0.001148503,0.00114427
-0.255,0.18904373,0.08987677,0.089434192,0.084706255,0.084243476,0.044375627,0.038298431,0.037888922,0.039337605,0.025389601,0.024866795,0.011836198,0.011781052,0.011110775,0.011048127,0.010599859,0.01053913,0.009838622,0.009782738,0.008099533,0.008017567,0.007089301,0.006997732,0.00511415,0.005095386,0.004525443,0.004475589,0.004430076,0.004380447,0.004453259,0.004435122,0.004090855,0.004069734,0.003271425,0.003217744,0.003042378,0.002980706,0.00323571,0.003362444,0.003340243,0.002757785,0.002727989,0.002670084,0.002665289,0.001345731,0.001338571,0.001304896,0.001297682,0.001261076,0.001254805,0.001243375,0.001235629,0.001241168,0.001233399,0.001213982,0.001206725,0.001183359,0.001175402,0.001148617,0.001142983
-0.267,0.18905379,0.089784115,0.089478166,0.084656297,0.084327262,0.04445185,0.038157911,0.037871064,0.039443131,0.025399809,0.024855165,0.011829149,0.011787999,0.011107334,0.011063345,0.010585367,0.010543799,0.009831613,0.009790672,0.008080176,0.008023046,0.007078855,0.00701208,0.005118551,0.005098727,0.004511772,0.004476638,0.004412179,0.004376994,0.004461759,0.004442771,0.004099236,0.004084239,0.003249558,0.003211963,0.003023202,0.002978068,0.003238939,0.003374763,0.003358395,0.002755762,0.002728433,0.002668888,0.002665362,0.001344266,0.001339057,0.001303205,0.001298157,0.001259709,0.00125498,0.001242788,0.001237324,0.001239135,0.001233776,0.001213627,0.001208215,0.001182333,0.001176334,0.001147202,0.001143324
-0.27,0.189078343,0.089745099,0.089497152,0.084627333,0.084372765,0.044460075,0.038104064,0.037874512,0.039467016,0.025396896,0.024847227,0.011818193,0.011789545,0.011100523,0.011064651,0.010582964,0.010549311,0.009830526,0.009798871,0.008074022,0.008027673,0.007075139,0.007020581,0.005120528,0.005100565,0.00450736,0.004479747,0.004407198,0.004379886,0.004465664,0.004444273,0.004100852,0.004088704,0.003242546,0.003211944,0.003017347,0.00297915,0.003237123,0.003377313,0.003364127,0.002756595,0.002728955,0.002669195,0.002666116,0.001343792,0.001340171,0.001302944,0.001298436,0.00125927,0.00125584,0.001242482,0.001238089,0.001238542,0.001234183,0.001213189,0.00120914,0.001181899,0.00117691,0.001147005,0.001143764
-0.271,0.189074817,0.089817888,0.089503608,0.084619075,0.084298359,0.044510522,0.038122487,0.0378345,0.039439712,0.025400955,0.024853206,0.011830746,0.01179212,0.01110218,0.011056976,0.010592204,0.010550132,0.00982857,0.009788997,0.008086409,0.008027786,0.007070494,0.007004766,0.005126836,0.005106499,0.004510267,0.004474978,0.00440857,0.00437431,0.004462414,0.004440641,0.004109198,0.004093837,0.003245956,0.003207735,0.003016655,0.002971033,0.003238507,0.003374032,0.003358217,0.002756671,0.002729507,0.002668141,0.002666171,0.001345238,0.001340464,0.001304582,0.001299083,0.001260446,0.001255786,0.001242174,0.001236823,0.001239428,0.00123405,0.00121301,0.001208062,0.001181546,0.001175748,0.001146595,0.001142535
-0.274,0.189103397,0.089814482,0.089544771,0.084580537,0.084294167,0.044550891,0.038073532,0.037822723,0.0394413,0.025400398,0.024848402,0.011828147,0.01179381,0.011094915,0.01105586,0.010594112,0.010559458,0.009828696,0.009790809,0.008084925,0.008035771,0.007063347,0.007000793,0.005132363,0.005111654,0.004507003,0.004477093,0.004405247,0.004372862,0.00446389,0.004442511,0.004114132,0.004101273,0.003239582,0.003207117,0.003008864,0.002967444,0.003238296,0.003374772,0.003358703,0.00275736,0.002729825,0.002668514,0.002666344,0.001345167,0.00134091,0.00130403,0.001299452,0.001260846,0.001256298,0.001242776,0.001236899,0.001239023,0.001234163,0.001212794,0.001207501,0.001181165,0.00117583,0.001145624,0.00114273
-0.277,0.189084442,0.089807247,0.089465809,0.084648854,0.084308957,0.044536573,0.038090817,0.03778245,0.039503797,0.025405775,0.024846666,0.011829286,0.011789164,0.011108869,0.011059777,0.010588886,0.010545584,0.009833873,0.009790176,0.008082762,0.008020256,0.007077644,0.007002837,0.005127073,0.00510579,0.004508005,0.004471206,0.004405325,0.004366989,0.004469057,0.00444695,0.00411344,0.004097284,0.003239427,0.003198898,0.003013107,0.002963538,0.003239927,0.003384648,0.003365331,0.002755844,0.002729498,0.002668385,0.002666309,0.001344619,0.001339863,0.001304033,0.001298084,0.001260432,0.001255018,0.001243391,0.001236985,0.001238799,0.001232984,0.001213906,0.001207872,0.001182062,0.001175971,0.001146822,0.0011427
-0.278,0.189095961,0.089753476,0.089494191,0.084622676,0.084362682,0.044530004,0.038048545,0.037809561,0.039520071,0.025402702,0.024841413,0.011820405,0.011790613,0.011102305,0.011065455,0.010584252,0.010549775,0.009829704,0.0098004,0.008073619,0.008025034,0.007070161,0.007015916,0.005127017,0.005105881,0.004503678,0.004475932,0.004399592,0.004372391,0.004470585,0.004449835,0.004111137,0.004098403,0.003233592,0.003201823,0.003008009,0.002968699,0.00323923,0.003384002,0.003371256,0.002755849,0.002729743,0.002667978,0.002667053,0.001343643,0.001340103,0.001302847,0.001298268,0.001259456,0.001256065,0.00124231,0.00123822,0.001237996,0.001233497,0.001212833,0.001209069,0.001181327,0.001177132,0.001146601,0.001142968
-0.282,0.189093348,0.089658992,0.089650875,0.084434308,0.084483324,0.044594438,0.037890576,0.037914399,0.039518882,0.025411104,0.024843148,0.011812804,0.011813977,0.011082214,0.011082012,0.010571725,0.010567935,0.009804078,0.009811101,0.008056657,0.008050898,0.00702386,0.007046194,0.005133527,0.005111867,0.004486074,0.004488715,0.004380095,0.004383829,0.004468856,0.004445041,0.004115617,0.004112939,0.003214074,0.003214738,0.002974777,0.00298997,0.003240699,0.003374435,0.003379696,0.002755393,0.00272978,0.002667207,0.002665911,0.00134302,0.001343332,0.001302109,0.001300955,0.001257779,0.001258308,0.00123939,0.001240543,0.001235454,0.001236608,0.001209896,0.001211401,0.001177899,0.001178946,0.001144014,0.001143551
-0.284,0.18910951,0.089753457,0.089506194,0.084606267,0.084360974,0.044579873,0.038002637,0.037774813,0.039550756,0.025408511,0.024835666,0.011820206,0.011793234,0.011101876,0.011064286,0.010582963,0.0105525,0.00982954,0.009798583,0.00807148,0.008026469,0.007068016,0.007013902,0.005130983,0.005110047,0.004500131,0.004473343,0.004394904,0.004368116,0.00447372,0.004451971,0.004117742,0.004106628,0.003226386,0.003196389,0.00300157,0.002962487,0.003240138,0.003388948,0.003375911,0.002755364,0.002729917,0.002668062,0.002666745,0.001343625,0.001340435,0.001302689,0.001298301,0.00125971,0.001256108,0.001242747,0.00123846,0.001237817,0.001233059,0.001212769,0.001209315,0.001181316,0.001176738,0.001146084,0.001142635
-0.285,0.189109046,0.089542984,0.089739515,0.084349806,0.084589918,0.044601064,0.037779151,0.037982032,0.039548771,0.025410257,0.02483782,0.011797143,0.011822763,0.011067685,0.01109821,0.010555551,0.010583958,0.009798221,0.009825715,0.008032326,0.008069566,0.007010103,0.007063877,0.00513413,0.005112001,0.004474179,0.00449904,0.004367934,0.004392389,0.004471985,0.004450319,0.004110463,0.004120001,0.003197062,0.00322422,0.002961417,0.002997927,0.003241047,0.003375191,0.003388174,0.00275543,0.002730158,0.002667924,0.002666049,0.001340826,0.001344148,0.001299296,0.001302662,0.001256563,0.001259558,0.001238542,0.001242069,0.001233345,0.001237823,0.001208933,0.001212923,0.001176209,0.001181048,0.00114244,0.001145361
-0.301,0.189147721,0.089615271,0.08962886,0.084449122,0.084510089,0.044708493,0.03774828,0.037785399,0.039671138,0.025424878,0.024828105,0.011809188,0.01181174,0.011087114,0.011089855,0.010567938,0.010566454,0.009808986,0.009818548,0.008044641,0.008042325,0.00702041,0.007044855,0.005142228,0.005118469,0.004477064,0.004481065,0.004363415,0.004369213,0.004484682,0.004459601,0.004132513,0.004130541,0.003190526,0.003192906,0.002954052,0.002970118,0.003244828,0.003394599,0.003401325,0.002754476,0.002730745,0.002668759,0.00266447,0.001342597,0.00134301,0.001301071,0.001300327,0.001257471,0.001258352,0.001240707,0.001242079,0.00123341,0.001234812,0.001210327,0.001211801,0.001178124,0.001178978,0.001143337,0.001143107
-0.305,0.189170356,0.089726813,0.089567095,0.084532684,0.084367878,0.044763244,0.037804561,0.037661462,0.039672178,0.025426821,0.024824742,0.011823392,0.011802961,0.011096416,0.011072862,0.010580598,0.010564712,0.009824546,0.009799457,0.008060644,0.008034819,0.0070435,0.007006979,0.005148942,0.005124431,0.004486133,0.004468756,0.004372223,0.004354298,0.004485312,0.004459264,0.004143243,0.00413689,0.003196334,0.003179652,0.00296547,0.002942702,0.003245503,0.003403628,0.003393577,0.002754865,0.002731235,0.002669441,0.002663899,0.001344712,0.001342355,0.001302388,0.001300073,0.001260039,0.001256951,0.00124304,0.001239374,0.001235576,0.001232869,0.001212119,0.001209665,0.001179584,0.001176804,0.001143169,0.001142049
-0.306,0.189177976,0.089696824,0.089580467,0.08452728,0.084387669,0.044758955,0.03778154,0.037670326,0.039684151,0.025427783,0.024823509,0.011820859,0.011803627,0.011093056,0.011077573,0.010578881,0.010566634,0.009823176,0.009803476,0.008055761,0.008036688,0.007042656,0.007008163,0.005149066,0.005124408,0.004484263,0.004470995,0.004371234,0.004354749,0.004486386,0.004459549,0.004142321,0.004137566,0.003193232,0.003180286,0.002963142,0.002943456,0.00324529,0.003404982,0.0033948,0.002755234,0.00273117,0.002669571,0.002664126,0.001344932,0.001342738,0.001301902,0.001300496,0.001260032,0.001257235,0.001243004,0.001239651,0.001235214,0.001233057,0.001212703,0.001209117,0.001179491,0.001176877,0.00114289,0.001142139
-0.308,0.18917991,0.089733809,0.089485766,0.084611512,0.0843602,0.044749846,0.037821463,0.037600407,0.039726697,0.025430569,0.024817374,0.011823552,0.011792256,0.011104045,0.011070374,0.010584281,0.01055245,0.009832489,0.00980068,0.008063413,0.008017355,0.007059409,0.007008553,0.005146539,0.005122408,0.004489313,0.004462692,0.004375869,0.004349139,0.004489643,0.004464245,0.004144797,0.004132551,0.003197585,0.003168943,0.002970615,0.002937237,0.003245172,0.003413683,0.003400537,0.002754826,0.002731089,0.002668797,0.002664254,0.00134511,0.001341191,0.001302442,0.001298198,0.001260141,0.001256454,0.001244234,0.001240051,0.001235436,0.001231567,0.001214148,0.00121001,0.001180673,0.001176106,0.001144115,0.001141223
-0.31,0.18919371,0.089648565,0.089615848,0.084471748,0.084451673,0.044789586,0.0377033,0.037683423,0.039720671,0.025429231,0.024821548,0.011812797,0.011810811,0.011089159,0.011085735,0.010571327,0.010571819,0.009819007,0.009811096,0.008045046,0.008042487,0.007025771,0.007021206,0.005151178,0.005125391,0.004476241,0.004475,0.004359939,0.004356838,0.004491291,0.00446315,0.004144348,0.004144177,0.003181734,0.003180743,0.002948292,0.002946518,0.003246669,0.003405581,0.00340349,0.002754486,0.002731324,0.002670311,0.002663813,0.001343304,0.001343671,0.001301184,0.001300941,0.001258777,0.001258172,0.001242194,0.001241263,0.001233987,0.00123333,0.001210828,0.001210548,0.001178241,0.00117828,0.001142268,0.001142722
-0.321,0.189220771,0.089683769,0.089577843,0.084506294,0.084404539,0.044877117,0.037658624,0.037568919,0.039795098,0.025439631,0.024815428,0.011820235,0.01180825,0.011097526,0.011084373,0.010578373,0.010564952,0.009820276,0.009808708,0.008050486,0.008031118,0.007025734,0.007008632,0.005158335,0.00513135,0.004475866,0.004465446,0.004353109,0.004343356,0.00449882,0.004468217,0.004159953,0.004154732,0.003174162,0.00316289,0.002939474,0.00292866,0.003249602,0.003416079,0.003411758,0.002753826,0.002731369,0.002670862,0.002662869,0.001344769,0.001343126,0.001301883,0.001300148,0.001259086,0.001257828,0.001242962,0.001241464,0.001233638,0.001232124,0.00121103,0.001209748,0.001178768,0.001177633,0.001142325,0.00114122
-0.337,0.189268298,0.089653121,0.089582999,0.084488849,0.084424633,0.044992389,0.037526892,0.03746978,0.039909964,0.025452923,0.024799343,0.011818539,0.0118088,0.01109709,0.011089889,0.010575454,0.010566425,0.009819825,0.009812477,0.008041665,0.008027419,0.007019076,0.007009438,0.005167142,0.005139367,0.004466088,0.004459495,0.00433822,0.004332178,0.004510241,0.004476818,0.004177316,0.004172843,0.003153727,0.003146111,0.002920307,0.002914159,0.003252625,0.003431672,0.003429256,0.002752693,0.00273195,0.002671856,0.002661203,0.001344852,0.001343557,0.001301173,0.001299956,0.001258734,0.001257827,0.001243526,0.001242936,0.001231829,0.001231156,0.001211293,0.001210301,0.001178356,0.001177609,0.00114132,0.00114037
-0.341,0.189275461,0.089661344,0.089570113,0.08450123,0.084410014,0.045021479,0.037510203,0.037433959,0.039937992,0.025457988,0.02479619,0.011821453,0.01180784,0.011100767,0.011089677,0.010576482,0.01056418,0.009821046,0.009809844,0.008042063,0.008024019,0.007022027,0.007004413,0.005169146,0.005141303,0.004465666,0.004456031,0.004337423,0.004326791,0.004512028,0.004478176,0.004182143,0.004176683,0.003150534,0.003140422,0.002917963,0.002908544,0.003253849,0.003436827,0.00343162,0.002752302,0.002731795,0.002671451,0.002660764,0.001345338,0.001343511,0.001301191,0.001299764,0.001259114,0.001257423,0.001244278,0.001242665,0.001231659,0.001230684,0.001212113,0.001209816,0.001178758,0.001177033,0.001141004,0.001139936
