parameter,"(24,24)[0]","(25,24)[0]","(24,25)[0]","(24,23)[0]","(23,24)[0]","(25,25)[0]","(25,23)[0]","(23,23)[0]","(23,25)[0]","(24,24)[1]","(24,24)[2]","(25,24)[1]","(24,25)[1]","(24,23)[1]","(23,24)[1]","(25,24)[2]","(24,25)[2]","(24,23)[2]","(23,24)[2]","(26,24)[0]","(24,26)[0]","(24,22)[0]","(22,24)[0]","(25,25)[1]","(25,25)[2]","(25,23)[1]","(25,23)[2]","(23,23)[1]","(23,25)[1]","(23,23)[2]","(23,25)[2]","(26,25)[0]","(25,26)[0]","(26,23)[0]","(25,22)[0]","(23,26)[0]","(23,22)[0]","(22,23)[0]","(22,25)[0]","(24,24)[3]","(24,24)[4]","(24,24)[5]","(24,24)[6]","(24,24)[7]","(25,24)[3]","(24,25)[3]","(24,23)[3]","(23,24)[3]","(25,24)[4]","(24,25)[4]","(24,23)[4]","(23,24)[4]","(25,24)[5]","(25,24)[6]","(24,25)[5]","(24,25)[6]","(24,23)[5]","(24,23)[6]","(23,24)[5]","(23,24)[6]"
-0.04664,0.188711073,0.087411075,0.0873186,0.0867517,0.086666824,0.040625958,0.039618575,0.03999863,0.039539241,0.025153361,0.025048704,0.01148144,0.011469488,0.011390059,0.011376294,0.010241898,0.010232327,0.010145824,0.010125905,0.007661387,0.00764585,0.007525341,0.007505035,0.004696662,0.004689343,0.004601273,0.004576676,0.004610378,0.004590638,0.004598546,0.00456395,0.003536292,0.003533312,0.00339373,0.003361144,0.003383761,0.003439634,0.00343416,0.003349296,0.003223271,0.002758515,0.002723552,0.002700819,0.002683133,0.001294137,0.001294969,0.001281976,0.001278156,0.001268944,0.001267322,0.001254984,0.001253184,0.001223419,0.00121893,0.001221147,0.001217448,0.001213279,0.001205485,0.001211842,0.001204389
-0.04677,0.188710621,0.08741658,0.087330596,0.086742081,0.086654997,0.040637153,0.039617433,0.03998938,0.039538473,0.025153661,0.025046809,0.011483798,0.011470713,0.011388195,0.011375288,0.01024578,0.010234794,0.010142413,0.010125041,0.007664103,0.007648485,0.00752257,0.007503578,0.004698696,0.004691435,0.004601405,0.004576109,0.004608555,0.004590604,0.004596622,0.004564247,0.003538531,0.003534916,0.003394419,0.003360086,0.003384194,0.003437957,0.003432911,0.003348758,0.003223553,0.002758437,0.002723655,0.002700782,0.002683396,0.00129611,0.001294789,0.001279886,0.001277996,0.001269032,0.001267593,0.001254719,0.00125284,0.001223422,0.001219125,0.001221464,0.001217693,0.001213336,0.001205072,0.001211797,0.001204099
-0.04825,0.188714341,0.087417373,0.087303651,0.086771435,0.086658782,0.040632191,0.039619862,0.040014787,0.039516233,0.025155495,0.0250472,0.011483608,0.011466102,0.011392762,0.011375152,0.010245149,0.01022699,0.010147425,0.01012585,0.007663569,0.007640957,0.007527956,0.00750406,0.004696402,0.00468975,0.00460273,0.004577445,0.004611889,0.004587164,0.00460013,0.004561106,0.003538592,0.003532734,0.003393707,0.003360855,0.003379617,0.00344233,0.003435917,0.003346406,0.003223353,0.00275843,0.002723493,0.002700614,0.002683105,0.00129624,0.001292636,0.001282056,0.001278198,0.001269055,0.001266871,0.001255273,0.001252956,0.001223443,0.001218765,0.001220882,0.001217121,0.001213852,0.001205649,0.001211429,0.0012042
-0.04946,0.188711659,0.087412861,0.087316578,0.086759604,0.086657995,0.040648407,0.039606124,0.040016909,0.039513486,0.025156446,0.025044889,0.011484362,0.011468172,0.011390647,0.011375769,0.010245709,0.010228976,0.010144818,0.010125758,0.007663743,0.007643904,0.007525454,0.00750418,0.004698162,0.004691064,0.004601303,0.004575531,0.004611374,0.004587314,0.004600055,0.004561069,0.00354078,0.003535496,0.003392131,0.00335862,0.00337928,0.003442393,0.003436802,0.003345527,0.00322361,0.002758273,0.002723565,0.002700518,0.002683223,0.001296341,0.001292586,0.001281642,0.001278152,0.001268935,0.001267183,0.001255051,0.001252901,0.00122336,0.001218837,0.001221297,0.001217392,0.001213759,0.001205237,0.001211498,0.001204022
-0.05662,0.188717212,0.0873921,0.087342682,0.086729815,0.086679715,0.04070271,0.039532616,0.040063256,0.039487703,0.025164706,0.025034939,0.011480956,0.011473518,0.011387077,0.011379366,0.01024243,0.010234595,0.010140856,0.010128123,0.007659042,0.007649424,0.007519507,0.007507187,0.004702398,0.00469576,0.004594165,0.004567696,0.004614438,0.004586613,0.004603506,0.004559075,0.003547654,0.003545168,0.003381016,0.003347498,0.003374925,0.003448117,0.003444692,0.003340409,0.003224271,0.002757853,0.002723855,0.00269996,0.002683587,0.001295654,0.001293169,0.001281065,0.00127839,0.001268396,0.001267545,0.001254297,0.001253042,0.001223151,0.00121833,0.001221732,0.001217467,0.001213471,0.001204292,0.001212327,0.001203775
-0.05882,0.18871864,0.08740425,0.087333908,0.086734494,0.086672166,0.040719737,0.039525395,0.040076748,0.039463928,0.025166959,0.025033243,0.011481896,0.011472813,0.011388623,0.011377077,0.010243487,0.010234209,0.010141746,0.010126002,0.007660738,0.007648098,0.007520519,0.007505132,0.004703813,0.004697607,0.004594109,0.004567135,0.004615192,0.004584849,0.00460457,0.004556415,0.003550584,0.003547533,0.00337973,0.003346242,0.003371717,0.003450658,0.003446224,0.003336815,0.003224147,0.002757914,0.002723967,0.002699911,0.00268347,0.001295815,0.001293362,0.00128141,0.001278057,0.00126867,0.001267398,0.001254379,0.001252984,0.001223433,0.001218475,0.001221582,0.001217302,0.001213628,0.001204189,0.001212359,0.00120356
-0.06535,0.188726645,0.087411197,0.08734077,0.086728451,0.086663403,0.040771346,0.039479203,0.040114224,0.039416488,0.025172999,0.025026972,0.011482728,0.011473255,0.01138709,0.011375931,0.010246629,0.010235342,0.010140439,0.010125276,0.007662662,0.007648761,0.007518432,0.007502912,0.004708015,0.004702938,0.004591793,0.00456287,0.004617395,0.004581735,0.004608074,0.004551786,0.003558688,0.003555341,0.003373534,0.003338725,0.003364715,0.003456329,0.003452104,0.003329114,0.003224175,0.002758012,0.002724099,0.002699476,0.002683628,0.001296205,0.001293565,0.001281334,0.00127809,0.001268835,0.001267474,0.00125414,0.001252726,0.001223694,0.001218227,0.001221826,0.001217086,0.001213967,0.001203705,0.001212479,0.00120292
-0.0742,0.188739584,0.087407023,0.087355427,0.086723562,0.086660354,0.040836549,0.039412791,0.040168382,0.039357885,0.025182336,0.025020342,0.01148434,0.011473253,0.011384793,0.011377074,0.010246749,0.010235062,0.010137391,0.010128347,0.007660822,0.007648426,0.007514698,0.007502837,0.004712741,0.004708639,0.004587083,0.004555301,0.004620594,0.004578336,0.00461319,0.004546805,0.003568361,0.003564565,0.003363072,0.00332775,0.003354682,0.003463664,0.003460483,0.003320429,0.00322469,0.002757957,0.002724002,0.002698676,0.002683811,0.001296711,0.001293507,0.00128107,0.001278876,0.001268524,0.001267565,0.001254029,0.001252585,0.001223601,0.001217472,0.001222557,0.001216737,0.001214175,0.001203041,0.001212592,0.001201939
-0.0758,0.188739836,0.087409644,0.087356642,0.086718657,0.086663301,0.040850547,0.039400039,0.040181411,0.039349857,0.025184735,0.025016101,0.011483078,0.01147473,0.011384823,0.011377147,0.010246757,0.010235762,0.010138067,0.010125873,0.007661384,0.007649352,0.007515035,0.007502173,0.00471402,0.004709699,0.004585823,0.004554645,0.004621853,0.004576926,0.004614027,0.004545307,0.003570197,0.003567017,0.003361374,0.003326229,0.00335366,0.003466018,0.003462669,0.003318341,0.003224525,0.002757744,0.00272431,0.002698541,0.002683673,0.00129644,0.001293577,0.001281149,0.001278527,0.001268533,0.00126746,0.001253813,0.001252485,0.001223817,0.001217487,0.001222353,0.001216702,0.001214174,0.001202869,0.001212714,0.001202136
-0.08085,0.188747001,0.087438441,0.087311827,0.086766134,0.086638016,0.040875414,0.039395474,0.04022547,0.039276606,0.02519492,0.025016689,0.011488389,0.011467804,0.01139237,0.011373953,0.010249368,0.010229164,0.010144043,0.010120962,0.00766481,0.007638186,0.007521646,0.007494059,0.004715415,0.004712619,0.004587718,0.004555145,0.004625442,0.00457012,0.004618301,0.004536734,0.003575519,0.003568445,0.003359103,0.003324361,0.003341114,0.003473621,0.003466518,0.00330627,0.003225265,0.002757891,0.002724129,0.002697592,0.002683421,0.001297438,0.001294838,0.00128254,0.001278545,0.001269122,0.001266649,0.001254757,0.00125191,0.001224468,0.001217434,0.001221407,0.001215266,0.001215056,0.0012031,0.001212209,0.001201038
-0.08114,0.188745814,0.087433183,0.087324409,0.086741252,0.086651697,0.040882906,0.039381586,0.040222215,0.039285733,0.025194521,0.025015507,0.011485732,0.011471963,0.011391045,0.011373136,0.010247968,0.010231931,0.010144198,0.010121468,0.007663374,0.007641684,0.007519268,0.007495777,0.004715884,0.004713087,0.004586182,0.004554274,0.004626166,0.004571391,0.00461795,0.004537677,0.003575919,0.003570818,0.00335729,0.003323091,0.003342718,0.00347354,0.00346645,0.003307382,0.003225041,0.002758044,0.002724278,0.002697651,0.002683595,0.001296773,0.001294123,0.001283435,0.001278048,0.001269168,0.001266804,0.00125432,0.001252341,0.001224656,0.001217378,0.001221689,0.001215505,0.001214709,0.00120266,0.001212446,0.001201489
-0.0841,0.188751363,0.087442509,0.087311806,0.086761265,0.086633967,0.040902429,0.039371121,0.040244105,0.039249964,0.025197855,0.025012028,0.011487778,0.011468443,0.011391705,0.011372148,0.010250024,0.010231676,0.010146169,0.010120278,0.007665001,0.007639109,0.007521905,0.007492712,0.004718373,0.004715616,0.004586442,0.004553705,0.004627743,0.00456877,0.004620419,0.004534495,0.003579623,0.003573519,0.003355382,0.003321195,0.003337325,0.003477288,0.003469387,0.003301953,0.003225014,0.002758283,0.002724628,0.002697274,0.002683693,0.001297388,0.00129528,0.001283288,0.001278341,0.001269181,0.001266675,0.001254728,0.00125185,0.001224912,0.001217471,0.001221603,0.001215158,0.001215165,0.001202774,0.001212418,0.001200994
-0.0853,0.188756826,0.087403632,0.087350261,0.086733544,0.086662217,0.040909736,0.039329872,0.040250769,0.039272121,0.025199003,0.025012832,0.011483467,0.011472602,0.011385328,0.011379044,0.010247213,0.010233784,0.010135818,0.010132843,0.007658377,0.007643951,0.007512302,0.007501635,0.004718446,0.004715152,0.0045817,0.004546693,0.004628512,0.004573024,0.004621286,0.004539655,0.003579337,0.003575116,0.003349565,0.003314295,0.003339205,0.003474737,0.003473322,0.003306138,0.003225345,0.002758232,0.00272447,0.002696996,0.002683926,0.001297377,0.001293751,0.001281293,0.001282072,0.001268374,0.001267342,0.001254003,0.001252656,0.001223628,0.001216472,0.001222926,0.001215514,0.001214669,0.001202393,0.001212795,0.001200945
-0.0871,0.188761729,0.087416896,0.087349318,0.086733215,0.08665049,0.040928013,0.03932221,0.040256638,0.039252113,0.025200669,0.025009567,0.011485371,0.011472006,0.011384644,0.011375719,0.010248767,0.010236301,0.010136776,0.01013018,0.00766054,0.007644983,0.007512461,0.007498496,0.004720564,0.004718213,0.004581412,0.004546529,0.004628778,0.00457186,0.004621791,0.004538164,0.003582586,0.003577962,0.003348628,0.003312619,0.003337051,0.003476455,0.003473673,0.003302769,0.003225241,0.002758473,0.002724548,0.002696874,0.002684108,0.00129756,0.001295514,0.001281349,0.001281671,0.001268588,0.001267402,0.001253937,0.00125223,0.00122403,0.001216705,0.001223054,0.001215559,0.001214671,0.001202372,0.001212722,0.001200443
-0.08752,0.188760596,0.087438416,0.087323717,0.086763656,0.086631466,0.040929367,0.039340486,0.040267604,0.039226715,0.025203688,0.025010773,0.011489094,0.011467941,0.011389508,0.011373611,0.010250494,0.010229469,0.010141903,0.010123325,0.007664062,0.007638154,0.007518344,0.00749277,0.004720089,0.004717847,0.004583949,0.004549577,0.004629661,0.004567028,0.004622978,0.004533187,0.00358367,0.003576574,0.003350634,0.003314927,0.003332676,0.003479477,0.003473567,0.003298381,0.003225204,0.002758312,0.002724729,0.002696286,0.002683526,0.00129808,0.001294918,0.001282253,0.001281009,0.001268949,0.001266832,0.001254716,0.001251778,0.00122455,0.001216873,0.001222092,0.001214972,0.001215239,0.001202778,0.001212131,0.001200325
-0.09003,0.188763638,0.087419444,0.087359214,0.086737686,0.086634786,0.040955914,0.03930281,0.040271873,0.039225947,0.02520636,0.025008573,0.011487918,0.011471829,0.011383623,0.011375884,0.010252076,0.010234103,0.010135321,0.010129359,0.007661756,0.007643934,0.007511364,0.007495812,0.004724816,0.004720019,0.004581088,0.004544485,0.004630184,0.004569396,0.004622731,0.004535374,0.003587193,0.003581464,0.003345833,0.003308788,0.003332425,0.003478757,0.003475922,0.003298585,0.003225451,0.00275876,0.002724752,0.002696192,0.002684011,0.001299097,0.0012951,0.001281013,0.001282277,0.001268543,0.001267655,0.001254204,0.001251957,0.001224013,0.001216471,0.001223362,0.00121564,0.001215045,0.001202157,0.001212441,0.001199946
-0.09024,0.188764141,0.087411881,0.087360649,0.086733554,0.086651348,0.040953829,0.039294139,0.040278319,0.039233123,0.025208006,0.025011297,0.011486261,0.01147375,0.011384104,0.011378051,0.010248293,0.010233138,0.010133348,0.010130564,0.007658026,0.007643464,0.007509752,0.007497893,0.004722996,0.004719547,0.004579189,0.004542682,0.004630221,0.004570006,0.004623019,0.004535617,0.003585925,0.003581144,0.003343086,0.003307597,0.003332606,0.003478527,0.003476855,0.003299267,0.003225724,0.002758346,0.002724443,0.002695908,0.002683623,0.001298246,0.001295415,0.001281199,0.001282405,0.001268454,0.00126751,0.001253978,0.001252386,0.001223668,0.00121606,0.001223245,0.001215449,0.001214696,0.001201903,0.001212544,0.001200028
-0.09988,0.188789002,0.087410377,0.087334451,0.08673465,0.086671724,0.041009064,0.039221563,0.040356299,0.039157996,0.025216806,0.024996502,0.011481249,0.011471742,0.01138644,0.011375982,0.010245024,0.010238213,0.010143747,0.010130785,0.007654433,0.007640695,0.007513578,0.007498611,0.00472727,0.004724788,0.004574414,0.00453841,0.004637761,0.004566078,0.004632551,0.004529064,0.003594035,0.003591238,0.003330869,0.003298014,0.003321531,0.003492146,0.003488206,0.003287899,0.003225485,0.002758925,0.002725258,0.002695321,0.002684612,0.00129705,0.00129691,0.00128334,0.00128166,0.001268089,0.00126676,0.001253968,0.001252578,0.001224617,0.00121548,0.001222871,0.001214147,0.001214984,0.001201484,0.001213668,0.001200137
-0.1056,0.188792036,0.087425596,0.087334297,0.08672547,0.086663756,0.041058444,0.039184145,0.040389027,0.039113518,0.025225215,0.024991305,0.011482173,0.011475189,0.011387053,0.011374167,0.010245733,0.010239433,0.010142193,0.010128722,0.007656527,0.007640764,0.007511078,0.007493832,0.004732337,0.00472852,0.004571649,0.0045346,0.004639547,0.004562589,0.004634614,0.00452427,0.003601343,0.003598752,0.003325831,0.003291681,0.003314533,0.003496831,0.00349254,0.003278718,0.003226197,0.002758694,0.002725459,0.002694634,0.002684661,0.001297028,0.001297604,0.001283696,0.00128136,0.001268401,0.001266644,0.001253578,0.001252565,0.001225163,0.001215568,0.001222976,0.00121373,0.001214977,0.001200777,0.001213638,0.001199431
-0.1098,0.188807185,0.087430075,0.087319833,0.086762642,0.086649976,0.041079791,0.039171673,0.040429165,0.03906581,0.025233502,0.024990045,0.011486589,0.011469556,0.011391233,0.01137525,0.010249148,0.010229158,0.010144297,0.010128402,0.00765587,0.007631933,0.00751367,0.007491239,0.004731912,0.004730081,0.004571564,0.004533041,0.004642562,0.004556073,0.004637941,0.004518109,0.003605584,0.003599259,0.003321196,0.003287301,0.003304753,0.003502523,0.003497461,0.003271753,0.003227017,0.002758359,0.002725217,0.002693894,0.00268442,0.001298626,0.001295639,0.001283838,0.001281813,0.001268367,0.001265881,0.001254229,0.001251902,0.001224959,0.001214513,0.001222674,0.001213043,0.001215604,0.001200701,0.001212872,0.001198859
-0.1136,0.188818121,0.087326078,0.087429787,0.08664163,0.086767414,0.041108635,0.03903665,0.040452775,0.039148071,0.025237499,0.024985772,0.01146879,0.011488964,0.011375413,0.011391053,0.010228047,0.010252764,0.010127563,0.010142879,0.007631218,0.007656943,0.007489465,0.007511076,0.00473527,0.004731261,0.004553469,0.004514963,0.004643524,0.004570434,0.004639287,0.004530045,0.003603109,0.003610284,0.003300096,0.003267113,0.003317714,0.003500748,0.003505576,0.003281595,0.003227464,0.002758104,0.00272523,0.002693608,0.002684422,0.001295166,0.001299232,0.001281679,0.00128344,0.001265809,0.001268462,0.001251432,0.001254118,0.001222872,0.001212887,0.001224903,0.001214142,0.001212789,0.001198365,0.001215796,0.001200173
-0.1149,0.188822126,0.087424706,0.087329431,0.086764009,0.08664532,0.041116005,0.03913562,0.040461982,0.039030288,0.02523776,0.024983576,0.011488268,0.011468339,0.011390245,0.011375959,0.010250743,0.010228703,0.010143814,0.010130157,0.00765523,0.007631427,0.007511014,0.007490794,0.004735814,0.004731887,0.004569155,0.00452878,0.004644366,0.004553805,0.004640377,0.004514943,0.003611261,0.003604148,0.003315397,0.003280177,0.003298675,0.00350694,0.003502421,0.003266174,0.003227493,0.00275821,0.00272517,0.002693638,0.002684698,0.001299134,0.00129504,0.001283372,0.001281874,0.001268143,0.001265643,0.001254158,0.001251396,0.001224931,0.001214021,0.001223058,0.001212758,0.001215689,0.001200111,0.001212919,0.001198325
-0.1153,0.188818819,0.087429293,0.087308712,0.086788959,0.086638204,0.041111827,0.039145384,0.040472572,0.039014953,0.025240139,0.024984871,0.011489954,0.011465536,0.011393124,0.011375365,0.010251514,0.010225023,0.010146905,0.010127598,0.007655986,0.007627026,0.00751661,0.007488753,0.004735491,0.004731059,0.004570754,0.004530417,0.004645731,0.004551649,0.00464162,0.004512456,0.003611288,0.003602772,0.003316327,0.003282607,0.003296581,0.003509308,0.003503056,0.003264249,0.003227567,0.002758242,0.002725204,0.002693404,0.002684502,0.001299558,0.001294872,0.001283783,0.001281898,0.001268107,0.001265542,0.001254758,0.001251379,0.001225026,0.001214014,0.001222581,0.001212471,0.001216256,0.00120051,0.00121277,0.001198272
-0.1171,0.188829645,0.087428705,0.087308778,0.086786281,0.086639955,0.0411247,0.039129657,0.040486057,0.039000366,0.025241238,0.024979597,0.01148922,0.011465249,0.011392989,0.011374853,0.010253385,0.010227242,0.010147172,0.010128071,0.007656424,0.007627679,0.00751475,0.007488637,0.004736533,0.004732259,0.004569803,0.004529171,0.004646892,0.004550736,0.004642516,0.004511574,0.003613382,0.003605051,0.00331421,0.003279014,0.003294277,0.003511242,0.003505202,0.003261603,0.003227511,0.002758204,0.002725476,0.002693217,0.002684708,0.001299452,0.001294679,0.001283638,0.001281639,0.001268218,0.001265269,0.001254487,0.001250987,0.001225102,0.001213783,0.001222632,0.001212256,0.001216292,0.001200303,0.001212883,0.001198073
-0.1261,0.188841441,0.087374869,0.087326572,0.086751493,0.086712252,0.041169669,0.039021117,0.040564928,0.038981541,0.02525275,0.024973448,0.011478134,0.011472687,0.011389979,0.011383372,0.010238636,0.010232659,0.010144694,0.010139052,0.00763984,0.00763135,0.007507969,0.007500202,0.00473812,0.004736021,0.004558536,0.004516604,0.004653898,0.004553391,0.004650636,0.004511539,0.003616766,0.003614703,0.003295248,0.003263813,0.003290041,0.003520554,0.003518767,0.003258639,0.003228457,0.002758088,0.002725525,0.00269227,0.002685258,0.001297586,0.001297121,0.001284117,0.001283205,0.001266662,0.001265681,0.001253608,0.001253044,0.001224376,0.001212341,0.001223548,0.001211589,0.001215381,0.001199285,0.00121465,0.001198526
