parameter,"(16,16)[0]","(16,17)[0]","(15,16)[0]","(17,16)[0]","(16,15)[0]","(15,17)[0]","(17,15)[0]","(17,17)[0]","(15,15)[0]","(16,16)[1]","(16,16)[2]","(15,16)[1]","(16,17)[1]","(17,16)[1]","(16,15)[1]","(16,17)[2]","(15,16)[2]","(17,16)[2]","(16,15)[2]","(16,18)[0]","(14,16)[0]","(18,16)[0]","(16,14)[0]","(15,17)[1]","(15,17)[2]","(17,15)[1]","(17,15)[2]","(14,17)[0]","(15,18)[0]","(18,15)[0]","(17,14)[0]","(17,17)[1]","(15,15)[1]","(15,15)[2]","(17,17)[2]","(16,16)[3]","(16,16)[4]","(16,16)[5]","(16,16)[6]","(16,16)[7]","(17,18)[0]","(14,15)[0]","(18,17)[0]","(15,14)[0]","(15,16)[3]","(16,17)[3]","(17,16)[3]","(16,15)[3]","(15,16)[4]","(16,17)[4]","(16,15)[4]","(17,16)[4]","(15,16)[5]","(16,17)[5]","(16,15)[5]","(17,16)[5]","(16,17)[6]","(15,16)[6]","(17,16)[6]","(16,15)[6]"
-0.159,0.193953964,0.088396468,0.088209992,0.088441377,0.088256241,0.038849441,0.038888731,0.041434842,0.041254938,0.025029578,0.024651214,0.011169562,0.011196474,0.011202513,0.011173293,0.009899677,0.009878456,0.009908827,0.00987853,0.007431184,0.007395314,0.007443119,0.007400252,0.004351966,0.004310327,0.004354467,0.004313193,0.003134594,0.003142172,0.003148788,0.003137116,0.004557925,0.004532907,0.004521409,0.004549557,0.003074495,0.00259626,0.002558935,0.00253299,0.002527965,0.00352917,0.00350398,0.003534066,0.003503007,0.001207038,0.001209848,0.001211594,0.001204585,0.001177109,0.001180118,0.001177167,0.001181001,0.001138099,0.001141724,0.001139285,0.001141321,0.001125853,0.001120737,0.001125902,0.001122659
-0.191,0.194006499,0.08837028,0.088264976,0.088354326,0.088285346,0.038643008,0.038645951,0.041621107,0.041538716,0.02506956,0.024611388,0.011184501,0.011196882,0.011198232,0.011183695,0.0098953,0.009887948,0.009896997,0.009891326,0.007417635,0.007396845,0.007417779,0.007404369,0.004336072,0.004292238,0.004338262,0.004292361,0.003101391,0.003107578,0.003108136,0.003105154,0.004563577,0.00455667,0.004548198,0.00455589,0.003081168,0.002594578,0.002553224,0.002535835,0.002521334,0.003555736,0.003544281,0.003555862,0.00354739,0.001208739,0.001209271,0.001209039,0.00120758,0.001174065,0.001176339,0.001177535,0.00117594,0.001140467,0.001141219,0.001139951,0.001142818,0.001119778,0.001120507,0.001121015,0.001119772
-0.198,0.194037867,0.088399895,0.088258362,0.088369921,0.088240738,0.038587862,0.038568038,0.04169551,0.041561723,0.025091725,0.024615434,0.011183378,0.011206799,0.01120387,0.011179559,0.009907602,0.009885862,0.009899417,0.009881,0.007429481,0.007391631,0.007418185,0.007388544,0.004336521,0.004288235,0.004331479,0.004285225,0.003093106,0.003101977,0.0030972,0.003090288,0.004578079,0.004557496,0.004548785,0.004569066,0.003082023,0.002596343,0.00254989,0.002535191,0.002515364,0.003572832,0.003547341,0.003566958,0.003546646,0.001210212,0.001211853,0.001211475,0.001208956,0.001174718,0.001179554,0.001174935,0.001176185,0.001139642,0.001143257,0.001139853,0.00114247,0.001119912,0.001117152,0.001120123,0.001116515
-0.23,0.194081316,0.088358317,0.088250044,0.08834464,0.088276141,0.038340255,0.03835007,0.041917958,0.041832847,0.02511552,0.024561064,0.011187384,0.011193004,0.011202117,0.011184989,0.009893802,0.009894195,0.009906988,0.009885057,0.00740979,0.007391973,0.007416199,0.007392624,0.004317178,0.004262554,0.004318099,0.004264884,0.003059815,0.003061374,0.003065914,0.003058787,0.004593781,0.004581441,0.00457099,0.004581368,0.003081889,0.002595076,0.002555668,0.002538572,0.002513305,0.003598666,0.003587775,0.003604438,0.003586989,0.001212112,0.001210195,0.001212914,0.001207909,0.001174057,0.001176131,0.001174537,0.001176202,0.001140997,0.001143717,0.001143616,0.001142047,0.001119084,0.001115049,0.001117192,0.001117603
-0.256,0.194130178,0.088374632,0.088192331,0.08838657,0.088241714,0.038140379,0.038172459,0.042154267,0.041973471,0.025142452,0.024523699,0.011172663,0.011205726,0.011206484,0.011180572,0.009905727,0.009878368,0.009906519,0.009893977,0.007418839,0.007373134,0.007414735,0.007393156,0.004302657,0.004243134,0.004306536,0.004247591,0.003025818,0.003037948,0.003038973,0.003035023,0.004611234,0.00459074,0.004581751,0.004602957,0.003084962,0.00259306,0.002556368,0.002538684,0.002514896,0.003637709,0.003605527,0.003636707,0.003613284,0.00120877,0.001213254,0.001213249,0.001211202,0.001172082,0.001176094,0.001174583,0.001176529,0.001141433,0.001144215,0.00114176,0.001145957,0.001117016,0.001114612,0.0011184,0.001113571
-0.26,0.194112208,0.088343749,0.08818735,0.088378127,0.088269679,0.038099463,0.03814695,0.042164255,0.042042227,0.025155542,0.024519249,0.011179408,0.011202666,0.011205509,0.011190366,0.009903832,0.009878484,0.009905436,0.00989139,0.007410368,0.007370655,0.007412574,0.00739565,0.004297161,0.004237819,0.004304337,0.004246016,0.003019118,0.003029223,0.003033431,0.003030876,0.004612738,0.004592794,0.004585348,0.004604993,0.003087376,0.002592888,0.002556327,0.002538604,0.002516205,0.003640812,0.003614755,0.003637597,0.003623082,0.001209228,0.001214286,0.001213095,0.001212899,0.001172003,0.001175715,0.001174774,0.001176861,0.001141002,0.00114416,0.001143216,0.001145532,0.00111589,0.001113871,0.001118775,0.001114342
-0.262,0.194075871,0.088350582,0.088231672,0.088354291,0.088225391,0.038109068,0.038100348,0.042190385,0.0420761,0.025151282,0.024514492,0.011189708,0.011205071,0.01120513,0.011184552,0.009905037,0.009880094,0.009899675,0.009881335,0.007415331,0.007383913,0.007414215,0.007383315,0.004300508,0.004238558,0.00429912,0.004236954,0.003023136,0.00303022,0.003027912,0.003021132,0.004613422,0.004594821,0.004586444,0.004605892,0.003088101,0.002590612,0.002566585,0.002536008,0.002517292,0.003644942,0.003624642,0.003644132,0.003622607,0.001211115,0.001212506,0.001211991,0.001210247,0.001175457,0.001177438,0.001175135,0.001177317,0.001142336,0.00114416,0.001142274,0.001145046,0.001117531,0.001114819,0.001118384,0.00111501
-0.263,0.194090998,0.088366613,0.08815961,0.088405113,0.088237172,0.038081846,0.038135824,0.042226191,0.042036739,0.0251634,0.024527793,0.011186674,0.011210036,0.011221052,0.011189462,0.00989909,0.009869517,0.009906451,0.009883298,0.007409919,0.007364038,0.007420688,0.007384891,0.004295752,0.004235464,0.004302424,0.004240466,0.003016079,0.003027318,0.003034015,0.003025114,0.004615773,0.004590338,0.004581434,0.00460727,0.003092406,0.002591826,0.002555023,0.002537317,0.002515399,0.003644747,0.003612319,0.003649143,0.00361967,0.001210385,0.001213822,0.001215014,0.001211244,0.001171481,0.001177681,0.001175735,0.001177871,0.00114123,0.00114483,0.001142427,0.001145866,0.001116621,0.001112861,0.001118455,0.00111317
-0.269,0.194153617,0.088381375,0.088184149,0.088400451,0.088205742,0.038048446,0.038063289,0.042275311,0.042059634,0.025164843,0.024508565,0.011179631,0.011206914,0.011212581,0.011178049,0.009907175,0.009883641,0.009910363,0.009886026,0.00741382,0.007372805,0.007419823,0.007377614,0.004297366,0.004234974,0.004299068,0.004236107,0.003014567,0.003022395,0.00302422,0.003015884,0.004622056,0.00459709,0.004585448,0.004613065,0.00308783,0.002592946,0.00255524,0.002540048,0.002510594,0.003654236,0.003620893,0.003655883,0.003622115,0.001210824,0.001214538,0.001213647,0.001209921,0.001172305,0.001176451,0.001173157,0.001176856,0.001140867,0.001145124,0.001141901,0.001145904,0.001115941,0.001111921,0.001116132,0.001111957
-0.302,0.194205479,0.088397813,0.088173613,0.088381269,0.08816269,0.037819471,0.037809268,0.042528623,0.042313594,0.025192443,0.024459258,0.0111809,0.011213165,0.011211758,0.011178984,0.009913904,0.00987759,0.009909449,0.009882483,0.007415704,0.007365735,0.007412037,0.007368837,0.004280451,0.004211608,0.004280298,0.004208919,0.002978642,0.002989511,0.002987141,0.002978059,0.004642819,0.004611284,0.004603471,0.004634701,0.003093505,0.002590025,0.002559759,0.00254038,0.002510258,0.003694163,0.003657419,0.003692469,0.003661247,0.001210706,0.001215315,0.00121509,0.001211234,0.001172571,0.001176612,0.001172559,0.001175827,0.001142923,0.001145715,0.00113994,0.00114656,0.00111415,0.001110539,0.001115237,0.001108914
-0.315,0.194200829,0.088325029,0.088209519,0.08833546,0.088201995,0.037698687,0.037707954,0.042595291,0.042480144,0.02519698,0.024439978,0.01118561,0.011200183,0.011207957,0.011186427,0.009902031,0.009888689,0.009907787,0.009884518,0.007399334,0.007381142,0.007404131,0.007373286,0.004273309,0.004196852,0.004273152,0.004197107,0.00296528,0.002968708,0.002971352,0.002964187,0.004645646,0.004629953,0.004618876,0.004636858,0.003093371,0.002588416,0.002571115,0.002540036,0.002510605,0.003700782,0.003688205,0.003705966,0.003685091,0.001212606,0.00121334,0.001214514,0.001211442,0.001175634,0.001176595,0.001175035,0.001177439,0.001143085,0.001146002,0.001142368,0.001144402,0.001114811,0.001110365,0.001112802,0.00111162
-0.317,0.194192826,0.088353327,0.088196656,0.088314946,0.088195517,0.037690542,0.037674768,0.04262588,0.042486411,0.025202524,0.024437501,0.011189153,0.011203921,0.011209044,0.011181001,0.009906691,0.009888491,0.00990424,0.009882618,0.007407406,0.007378983,0.007401628,0.007371131,0.004272654,0.004195897,0.004270111,0.004192293,0.002962986,0.002967762,0.002966738,0.002958429,0.004648796,0.004629198,0.004619233,0.004641868,0.003093533,0.002587396,0.002575778,0.002539635,0.00251061,0.003709684,0.003688752,0.003708879,0.003684593,0.00121337,0.001214946,0.001214201,0.001211508,0.001175899,0.001178799,0.001175455,0.001178054,0.001142566,0.001146307,0.001142842,0.001145029,0.001115242,0.001110538,0.001113701,0.001110956
-0.324,0.194233778,0.088395472,0.088164631,0.088387732,0.088123417,0.037664216,0.037643162,0.042717826,0.042472621,0.02521053,0.024433705,0.011183706,0.011215631,0.011215053,0.011178686,0.00991444,0.009879616,0.009912446,0.009871296,0.007411755,0.007369404,0.007414173,0.007349327,0.004272432,0.004192333,0.004268266,0.00419034,0.002957289,0.002967093,0.002965064,0.002949593,0.004656405,0.004623843,0.004612503,0.004647473,0.00309553,0.002586511,0.002562936,0.002541184,0.002508805,0.003719582,0.003687081,0.003723343,0.003678108,0.00121134,0.001214963,0.001216807,0.001210774,0.001173314,0.001177425,0.001171043,0.001178369,0.001142646,0.001145426,0.001141014,0.001146211,0.001114486,0.0011079,0.001113536,0.001108487
-0.325,0.194250058,0.088405609,0.088184173,0.088346433,0.088147547,0.03765653,0.037614087,0.042723915,0.04249689,0.02522263,0.02443154,0.011184693,0.01122093,0.011213835,0.011182611,0.009911755,0.009884134,0.009908138,0.009869371,0.007411774,0.007365478,0.007399794,0.007355342,0.004270063,0.004193515,0.004263747,0.004188307,0.002954768,0.002963861,0.002957865,0.002948637,0.004655344,0.004625713,0.004614794,0.00464994,0.003097653,0.002586737,0.002563781,0.002541114,0.002505869,0.003723718,0.003686663,0.003719252,0.003683026,0.001212845,0.001217146,0.001216012,0.001210293,0.001172884,0.001176668,0.001171885,0.001175206,0.001142442,0.00114721,0.001141406,0.001146055,0.001112553,0.001107314,0.001111907,0.001107584
-0.36,0.194294431,0.088293964,0.088177336,0.088348636,0.088172899,0.03735565,0.037379945,0.042959259,0.042818374,0.025258425,0.024381272,0.011185405,0.011217007,0.011209712,0.011197093,0.009898857,0.009881782,0.009905062,0.009882506,0.007388261,0.007359287,0.007397089,0.00736309,0.004248091,0.004160311,0.004251048,0.004162482,0.002911647,0.00291738,0.002922518,0.002915855,0.004672121,0.00465117,0.004645062,0.004666339,0.003101201,0.002583629,0.002572046,0.002540188,0.002505369,0.003757193,0.003734396,0.003759525,0.003735309,0.00121417,0.001216844,0.001216211,0.001216194,0.001174935,0.001176699,0.001175127,0.00117811,0.001141951,0.001145182,0.001142251,0.001145476,0.001110519,0.001106355,0.001110421,0.001107331
-0.374,0.194351706,0.088333612,0.088120119,0.088348151,0.088168176,0.037259043,0.037283886,0.043088442,0.042889535,0.025272176,0.024355226,0.011189526,0.011213794,0.011222182,0.011186985,0.009910435,0.009880012,0.009910391,0.009879304,0.007393197,0.007349109,0.007392822,0.007352925,0.004243064,0.004152089,0.004243039,0.004154316,0.002897644,0.002907007,0.002907318,0.002899835,0.004681233,0.004653781,0.004647365,0.004677292,0.003106082,0.002583635,0.002569666,0.002543944,0.002502624,0.003776425,0.003744782,0.003776715,0.003743826,0.001213617,0.001218288,0.001217913,0.001212627,0.001173856,0.001177788,0.00117411,0.001176826,0.001141523,0.001146491,0.001141928,0.001146936,0.001108075,0.001103968,0.001108867,0.001104805
-0.377,0.194344764,0.088328056,0.088175536,0.088309819,0.088160418,0.037256105,0.037233751,0.043089826,0.042934693,0.025276111,0.024358367,0.011190695,0.011216247,0.011211799,0.01118703,0.009901111,0.00988124,0.009903825,0.009880788,0.007387838,0.007356181,0.007385842,0.007353379,0.004241237,0.004149874,0.004240891,0.004148422,0.002896487,0.002903714,0.002900475,0.002894203,0.00468127,0.004659553,0.004654204,0.00467734,0.003103115,0.002583419,0.002578132,0.002540274,0.002502824,0.003776352,0.003752039,0.003775525,0.00375169,0.001215452,0.001217872,0.00121884,0.001215321,0.001176538,0.001178547,0.001175571,0.001178143,0.001142442,0.001145375,0.001142469,0.001145676,0.001109164,0.001106059,0.001108553,0.00110511
-0.378,0.194365131,0.088373736,0.088131609,0.088338711,0.088127635,0.037269119,0.037249736,0.043123879,0.042885552,0.025288514,0.024355182,0.01119005,0.011226507,0.011224346,0.011186117,0.009913321,0.009876541,0.009903201,0.009875177,0.00739918,0.007348724,0.007390741,0.007345069,0.004241133,0.004153642,0.004240492,0.004149707,0.002896443,0.002908871,0.002904785,0.002895093,0.004682213,0.004649605,0.004647514,0.004678429,0.003107082,0.002581286,0.002560093,0.002543118,0.002501544,0.003781129,0.003744586,0.003777848,0.003741203,0.001213298,0.001219319,0.001217097,0.001214061,0.001171567,0.001175618,0.001171427,0.001175652,0.00114198,0.001146747,0.001141016,0.001145462,0.001107409,0.001103981,0.001108496,0.001102795
-0.385,0.194383446,0.088307163,0.088155754,0.088298213,0.088189932,0.037183078,0.037202377,0.043138478,0.043015112,0.025294123,0.024340287,0.011194466,0.011215135,0.011217572,0.011201481,0.009899165,0.009882008,0.009901713,0.009885061,0.00738241,0.007350982,0.007381385,0.007360124,0.004234247,0.004143024,0.004235261,0.00414561,0.002886403,0.002893294,0.002894952,0.002890242,0.004681015,0.004662129,0.004660059,0.004677662,0.003108169,0.002580953,0.002566774,0.002542838,0.002499546,0.003781743,0.003761861,0.003781669,0.00376516,0.001214949,0.001217304,0.001218066,0.001214749,0.00117407,0.001175715,0.001173951,0.001175294,0.001141984,0.001145027,0.001142609,0.001145107,0.001105356,0.001104113,0.001107413,0.001104736
-0.402,0.194392293,0.088326028,0.088142059,0.088304992,0.088123067,0.037062489,0.037047107,0.043311073,0.043116738,0.02530952,0.024313691,0.011192907,0.011219542,0.011220335,0.011190282,0.009906973,0.009879285,0.009909586,0.009875914,0.007386999,0.007345992,0.007383349,0.007342722,0.004229403,0.004128847,0.004227837,0.004129328,0.002866647,0.002876764,0.002874612,0.002866428,0.004696838,0.004669989,0.00466708,0.004693663,0.003109725,0.002580799,0.002579164,0.002542852,0.002502566,0.003810215,0.003778293,0.003809468,0.003777086,0.001216547,0.00122,0.001220567,0.0012156,0.001175877,0.001179015,0.001176433,0.001179038,0.00114166,0.001145689,0.001141396,0.001146092,0.001107845,0.00110312,0.001106666,0.001102942
